Keyword,Intent,Volume,Trend,Keyword Difficulty,CPC (USD),Competitive Density,SERP Features
reserved 성격,Informational,110,"0.53,0.41,0.53,0.65,0.82,0.82,0.82,0.65,0.82,1.00,0.65,0.82",19,0.00,0.33,"AI Overview, Video, People also ask, Related searches"
강아지 성격 테스트,Informational,110,"1.00,0.82,0.65,0.65,0.82,0.65,0.65,0.65,0.65,0.53,0.82,0.53",7,0.00,0.33,"Image pack, Video, Video carousel, Related searches"
경계선 성격 장애 사례,Informational,110,"0.67,0.81,1.00,0.67,0.81,0.52,0.33,0.33,0.33,0.33,0.24,0.10",14,0.00,0.06,"AI Overview, Image pack, Video, Video carousel, Related searches"
고슴도치 성격,Informational,110,"0.02,0.02,0.03,0.02,0.02,0.07,0.02,0.02,0.24,1.00,0.54,0.19",26,0.00,0.33,"AI Overview, Video, Video carousel, People also ask, Related searches"
고양이 성격 테스트,Informational,110,"0.53,0.82,0.53,0.65,1.00,0.65,0.65,0.82,0.65,0.82,0.82,0.65",10,0.00,0.33,"Image pack, Video, Video carousel, Related searches"
글씨체 성격,Informational,110,"1.00,0.65,0.65,0.82,0.65,0.53,0.65,0.41,0.65,0.53,0.41,0.65",12,0.00,0.33,"AI Overview, Image pack, Video, Video carousel, Related searches"
까칠한 성격,Informational,110,"0.82,1.00,1.00,0.82,0.65,0.65,0.53,0.53,0.41,0.53,0.53,0.53",20,0.00,0.33,"AI Overview, Image pack, Video, People also ask, Related searches"
낙천적 인 성격,Informational,110,"0.54,1.00,0.23,1.00,0.02,0.15,0.02,0.02,0.02,0.02,0.02,0.02",19,0.00,0.33,"AI Overview, Video, People also ask, Related searches"
남자들 이 좋아 하는 여자 성격,Informational,110,"0.64,0.64,0.79,0.79,0.79,1.00,0.79,1.00,1.00,1.00,0.79,0.64",18,0.00,0.33,"AI Overview, Image pack, Video, Video carousel, People also ask, Related searches"
덜렁 성격,Informational,110,"0.53,1.00,0.65,0.65,0.65,0.65,0.65,0.82,0.82,0.82,0.53,0.53",31,0.00,0.33,"AI Overview, Video, Related searches"
말띠 성격,Informational,110,"0.79,0.79,0.64,1.00,1.00,1.00,0.79,0.64,0.64,0.50,0.64,0.50",17,0.00,0.33,"AI Overview, Video, People also ask, Related searches"
먼치킨 고양이 성격,Informational,110,"1.00,0.64,0.50,1.00,0.50,0.79,0.79,0.64,0.64,1.00,0.64,1.00",19,0.85,0.08,"AI Overview, Image, Video, Video carousel, People also ask, Related searches"
면접 성격 장단점 예시,Informational,110,"0.01,0.04,0.01,0.03,1.00,0.01,0.01,0.01,0.24,0.24,0.15,0.01",12,0.00,0.33,"AI Overview, Image pack, Video, Video carousel, People also ask, Related searches"
못생긴 여자 성격,Informational,110,"0.02,0.36,0.24,0.07,0.12,1.00,0.08,0.05,0.03,0.03,0.02,0.07",21,0.00,0.33,"AI Overview, Video, People also ask, Related searches"
무뚝뚝한 성격,Informational,110,"0.02,0.06,1.00,0.08,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.04",19,0.00,0.33,"AI Overview, Image, Video, People also ask, Related searches"
문씨 성격,Informational,110,"0.03,1.00,0.05,0.05,0.08,0.03,0.03,0.03,0.03,0.03,0.03,0.13",18,0.00,0.33,"AI Overview, Video, Video carousel, Related searches"
물개 성격,Informational,110,"0.65,0.53,0.29,0.29,0.53,0.65,0.82,0.41,0.53,0.53,0.65,1.00",24,0.00,0.33,"Sitelinks, AI Overview, Video, People also ask, Related searches"
뮤츠 성격,Informational,110,"0.43,0.52,0.67,0.52,0.24,1.00,0.43,0.43,0.67,0.43,0.43,0.43",21,0.00,0.33,"Sitelinks, AI Overview, Video, Related searches"
배런 트럼프 성격,Informational,110,"0.82,1.00,0.82,1.00,0.41,0.24,0.41,0.24,1.00,0.41,0.24,0.12",24,0.00,0.33,"AI Overview, Image pack, Video, Video carousel, Related searches"
베토벤 성격,Informational,110,"0.53,0.41,1.00,0.65,1.00,0.29,0.29,0.29,0.53,0.53,1.00,0.65",22,0.00,0.33,"AI Overview, Video, Video carousel, People also ask, Related searches"
빅 파이브 성격 검사,Informational,110,"0.08,0.01,0.01,0.03,0.01,0.01,0.02,0.01,0.16,0.19,1.00,0.36",13,0.18,0.33,"AI Overview, Reviews, Video, Video carousel, Related searches"
사람 성격 종류,Informational,110,"0.02,0.29,1.00,0.02,0.02,0.08,0.02,0.12,0.54,0.02,0.08,0.02",19,0.00,0.33,"AI Overview, Image pack, Video, Video carousel, People also ask, Related searches"
생일 로 알아 보는 성격,Informational,110,"0.50,0.79,0.79,0.64,0.50,0.64,0.79,1.00,0.79,0.79,1.00,0.64",19,0.00,0.33,"Image, Image pack, Video, Video carousel, People also ask, Related searches"
성격 5 요인 검사,Informational,110,"0.52,0.43,0.81,0.52,0.52,0.43,0.33,0.24,1.00,0.81,0.67,0.52",19,0.14,0.17,"AI Overview, Reviews, Image pack, Video, Video carousel, Related searches"
성격 검사 종류,Informational,110,"1.00,0.79,1.00,0.79,0.64,0.79,0.79,0.79,1.00,0.79,1.00,0.64",10,0.00,0.03,"AI Overview, Image pack, Video, People also ask, Related searches"
성격 급한 사람,Informational,110,"0.14,0.07,1.00,0.14,0.07,0.07,0.07,0.07,0.14,0.07,0.07,0.36",19,0.00,0.33,"Image pack, Video, Video carousel, People also ask, Related searches"
성격 의 단점 예시,Informational,110,"0.64,0.64,1.00,1.00,1.00,0.79,0.64,0.79,1.00,1.00,0.79,0.79",10,0.00,0.01,"AI Overview, Image pack, Video, Video carousel, Related searches"
성격 의 종류,Informational,110,"0.53,0.53,0.65,0.65,0.53,0.53,0.65,0.41,1.00,0.82,0.82,1.00",19,0.00,0.33,"AI Overview, Image pack, Video, Related searches"
성격 조심,Informational,110,"0.41,1.00,0.82,0.82,0.65,0.41,0.41,0.53,0.65,0.53,0.65,0.65",24,0.00,0.33,"Image pack, Related searches"
성격 좋은 강아지,Informational,110,"0.64,0.79,0.64,1.00,0.79,0.50,0.79,0.79,0.79,0.79,1.00,0.79",7,0.41,0.05,"AI Overview, Video, Video carousel, People also ask, Related searches"
성격 차이 이혼,Informational,110,"0.82,1.00,0.65,0.82,0.53,0.41,0.53,0.53,0.53,0.65,0.65,1.00",6,2.01,0.23,"AI Overview, Video, Video carousel, Related searches"
성격 형용사,Informational,110,"0.27,0.81,0.65,0.35,0.27,0.35,0.19,0.27,1.00,0.54,0.27,0.42",21,0.00,0.33,"AI Overview, Reviews, Image pack, Video, Related searches"
성시경 성격,Informational,110,"0.35,0.35,0.27,0.19,0.35,0.65,0.35,0.42,0.35,1.00,0.81,0.35",19,0.00,0.33,"AI Overview, Image pack, Video, Video carousel, Related searches"
셰퍼드 성격,Informational,110,"0.35,0.54,0.42,0.35,0.42,0.35,0.81,0.65,0.65,0.81,1.00,0.65",15,0.00,0.33,"AI Overview, Image, Image pack, Video, Video carousel, People also ask"
소 성격,Informational,110,"0.79,1.00,0.79,0.79,0.64,0.64,0.64,0.64,0.64,0.79,1.00,0.64",22,0.00,0.33,"AI Overview, Image, Image pack, Video, People also ask, Related searches"
소띠 성격,Informational,110,"1.00,0.79,0.64,0.64,0.79,0.79,1.00,1.00,0.64,0.79,0.79,0.64",15,0.00,0.33,"AI Overview, Video, People also ask, Related searches"
손흥 민 성격,Informational,110,"0.02,0.05,0.12,0.02,0.02,0.02,0.03,0.07,1.00,0.66,0.02,0.19",19,0.00,0.33,"AI Overview, Image pack, Video, Video carousel, People also ask, Related searches"
스티브 잡스 성격,Informational,110,"0.79,0.64,0.79,0.79,0.79,0.64,0.50,0.64,0.79,1.00,0.79,0.79",13,0.00,0.33,"Sitelinks, AI Overview, Video, Video carousel, Related searches"
스피츠 성격,Informational,110,"0.79,0.79,0.79,0.79,0.50,0.50,0.64,0.79,1.00,0.79,1.00,1.00",24,0.00,0.01,"AI Overview, Image, Video, People also ask, Related searches"
아메리칸 숏 헤어 성격,Informational,110,"0.65,1.00,0.53,0.65,0.82,0.53,0.65,0.82,0.82,0.82,0.82,0.82",20,0.58,0.04,"AI Overview, Video, Video carousel, Related searches"
여자 성격,Informational,110,"0.64,0.79,0.79,0.64,0.64,0.64,0.64,0.79,0.64,1.00,0.79,0.79",18,0.00,0.33,"Image pack, Video, Video carousel, People also ask, Related searches"
염소 성격,Informational,110,"0.79,0.79,0.79,0.64,0.64,0.64,0.79,1.00,0.79,1.00,1.00,0.64",26,0.00,0.33,"AI Overview, Video, Video carousel, People also ask, Related searches"
예민한 성격 고치기,Informational,110,"0.19,0.19,0.02,0.02,0.02,0.02,0.19,0.02,1.00,0.15,0.03,0.03",19,0.00,0.02,"Video, Video carousel, People also ask, Related searches"
온순 성격,Informational,110,"0.08,0.18,0.13,0.13,0.28,0.18,0.18,0.28,1.00,0.44,0.28,0.28",21,0.00,0.00,"People also ask, Related searches"
용띠 성격,Informational,110,"1.00,0.79,1.00,0.64,0.79,1.00,0.79,0.79,0.64,0.50,0.64,0.36",16,0.00,0.33,"AI Overview, Image pack, Video, People also ask, Related searches"
원숭이 띠 성격,Informational,110,"0.79,0.64,0.79,0.79,0.79,0.79,1.00,0.64,0.50,0.64,0.79,0.50",6,0.00,0.33,"AI Overview, Video, People also ask, Related searches"
일본인 성격,Informational,110,"0.64,1.00,0.50,0.79,0.64,1.00,0.79,0.64,1.00,0.79,0.64,0.79",20,0.00,0.33,"AI Overview, Video, Video carousel, Related searches"
잉어 킹 성격,Informational,110,"0.03,0.03,1.00,0.54,0.82,0.05,0.03,0.82,0.05,0.03,0.05,0.03",23,0.00,0.33,"Sitelinks, AI Overview, Video, Related searches"
자기 소개서 성격 단점,Informational,110,"0.67,0.15,0.29,0.02,0.02,0.04,0.04,0.02,1.00,0.02,0.02,0.08",10,0.00,0.01,"Image pack, Video, Related searches"
정조 성격,Informational,110,"0.53,0.41,0.65,1.00,1.00,0.41,0.24,0.53,0.65,0.65,0.65,0.53",20,0.00,0.33,"AI Overview, Image, Image pack, Video, Video carousel, People also ask, Related searches"
제니 성격,Informational,110,"0.15,0.03,1.00,0.01,0.01,0.10,0.12,0.06,0.03,0.06,0.04,0.01",19,0.00,0.33,"AI Overview, Image, Image pack, Video, Video carousel, Related searches"
조씨 성격,Informational,110,"0.35,0.42,0.42,0.54,0.65,1.00,0.54,0.42,0.35,0.54,0.35,0.27",20,0.00,0.33,"AI Overview, Image pack, Video, Related searches"
족제비 성격,Informational,110,"0.82,0.53,0.65,0.53,0.82,0.65,0.82,0.65,0.82,0.82,1.00,1.00",27,0.00,0.33,"AI Overview, Image, Image pack, Video, People also ask, Related searches"
쥐띠 성격,Informational,110,"0.79,0.64,0.64,0.50,0.64,0.79,0.79,0.64,0.64,0.64,1.00,1.00",15,0.00,0.33,"AI Overview, Video, People also ask, Related searches"
진주 강씨 성격,Informational,110,"0.24,0.02,1.00,0.54,0.12,0.02,0.02,0.66,0.02,0.12,0.02,0.02",21,0.00,0.33,"AI Overview, Image pack, Video, People also ask, Related searches"
차우 차우 성격,Informational,110,"0.64,0.64,0.79,1.00,0.79,0.64,0.64,0.64,0.64,1.00,1.00,0.79",23,0.00,0.33,"AI Overview, Image, Image pack, Video, Video carousel, People also ask, Related searches"
치즈 고양이 성격,Informational,110,"0.82,1.00,0.82,0.82,0.65,0.65,0.53,0.53,0.41,0.65,0.82,0.65",21,0.00,0.33,"AI Overview, Video, Video carousel, Short videos, People also ask, Related searches"
캐릭터 성격 테스트,Informational,110,"0.65,0.65,0.41,0.53,0.82,0.65,1.00,0.82,0.65,0.82,0.53,0.82",17,0.00,0.01,"Image pack, Video, Related searches"
커뮤 성격 키워드,Informational,110,"1.00,0.79,0.50,0.64,0.36,0.64,1.00,1.00,0.64,0.79,0.79,1.00",13,0.00,0.33,"Image pack, Video, Related searches"
쿨한 성격,Informational,110,"0.79,0.79,0.64,0.79,0.50,0.64,0.79,0.64,0.79,0.64,1.00,0.50",21,0.00,0.33,"AI Overview, Video, People also ask, Related searches"
쿼카 성격,Informational,110,"0.28,0.28,0.36,0.28,0.23,0.18,0.13,0.13,0.36,0.44,0.54,1.00",26,0.00,0.33,"AI Overview, Image, Image pack, Video, People also ask, Related searches"
타고난 성격 테스트,Informational,110,"1.00,0.65,0.06,0.65,0.12,0.06,0.24,0.24,0.18,0.12,0.06,0.06",15,0.15,0.07,"Video, Related searches, Ads top, Ads middle"
털털한 성격,Informational,110,"0.53,0.53,0.53,0.41,0.53,0.65,0.82,0.65,0.82,0.65,1.00,0.82",18,0.00,0.33,"AI Overview, Video, Related searches"
털털한 성격 뜻,Informational,110,"0.09,1.00,0.09,0.09,0.09,0.09,0.09,0.09,0.36,0.09,0.09,0.36",18,0.00,0.33,"AI Overview, Video, Video carousel, People also ask, Related searches"
토끼띠 성격,Informational,110,"0.82,0.65,0.65,0.65,0.65,1.00,0.65,0.82,0.65,0.65,0.53,0.65",18,0.00,0.33,"AI Overview, Video, Video carousel, People also ask, Related searches"
파이리 성격,Informational,110,"0.43,0.81,0.67,1.00,0.43,0.33,0.33,0.43,0.67,0.52,0.43,0.43",23,0.00,0.33,"AI Overview, Image, Image pack, Video, People also ask, Related searches"
파평 윤씨 성격,Informational,110,"0.65,1.00,0.82,0.82,0.65,0.53,0.65,0.53,0.53,0.41,0.41,0.24",24,0.00,0.33,"AI Overview, Image pack, People also ask, Related searches"
판다 성격,Informational,110,"0.43,0.33,0.52,0.52,0.52,0.43,0.33,0.24,0.43,0.81,1.00,1.00",26,0.00,0.33,"AI Overview, Image pack, Video, People also ask, Related searches"
포메 리안 성격,Informational,110,"0.64,0.64,0.64,0.79,0.64,0.64,0.64,0.64,0.79,0.79,1.00,1.00",19,0.79,0.05,"AI Overview, Image pack, Video, Video carousel, People also ask, Related searches"
포켓몬 성격 조심,Informational,110,"0.65,1.00,1.00,1.00,0.65,0.53,0.53,0.65,0.82,0.65,0.82,0.82",23,0.00,0.33,"Image pack, Video, Related searches"
홍라희 성격,Informational,110,"0.24,0.19,0.19,0.43,0.33,1.00,0.81,0.52,0.19,0.52,0.43,0.67",24,0.00,0.33,"AI Overview, Image, Image pack, Video, Video carousel, People also ask, Related searches"
회피형 성격,Informational,110,"0.64,1.00,0.64,0.79,0.79,0.79,0.64,0.64,0.64,0.50,0.64,0.64",17,0.00,0.33,"AI Overview, Image pack, Video, Video carousel, People also ask, Related searches"
istp 여자 성격,Informational,90,"0.64,0.64,0.82,0.82,1.00,0.82,1.00,0.64,1.00,1.00,1.00,1.00",19,0.00,0.33,"Video, Video carousel, People also ask, Related searches"
mbti 성격 유형 정리,Informational,90,"0.64,1.00,0.64,0.36,0.45,0.45,0.64,1.00,1.00,1.00,1.00,0.82",15,0.00,0.02,"AI Overview, Image pack, Video, Video carousel, Related searches"
경계선 성격,Informational,90,"0.79,0.79,0.50,0.64,0.50,0.79,0.50,0.79,1.00,0.79,0.64,0.79",30,0.00,0.33,"AI Overview, Reviews, Image, Image pack, Video, Related searches"
골든 햄스터 성격,Informational,90,"0.07,0.01,0.01,0.01,0.01,0.06,0.15,0.01,0.01,0.44,0.15,1.00",25,0.00,0.33,"Sitelinks, AI Overview, Image, Image pack, Video, Video carousel, People also ask"
그리핀도르 성격,Informational,90,"0.41,0.41,0.65,0.65,0.65,1.00,0.65,0.53,0.29,0.29,0.29,0.24",26,0.00,0.33,"AI Overview, Image, Image pack, Video, People also ask, Related searches"
김연아 성격,Informational,90,"0.79,0.36,0.79,0.79,0.79,0.21,0.64,0.79,0.64,1.00,0.50,0.36",19,0.00,0.33,"AI Overview, Image, Image pack, Video, Video carousel, People also ask, Related searches"
노르웨이 숲 고양이 성격,Informational,90,"0.64,0.79,0.64,0.64,0.64,0.64,0.64,0.64,0.79,0.64,0.79,1.00",24,0.86,0.09,"AI Overview, Image, Image pack, Video, Video carousel, People also ask, Related searches"
닭띠 성격,Informational,90,"0.50,0.64,0.50,0.64,0.64,0.79,0.79,0.79,0.64,0.79,1.00,1.00",16,0.00,0.33,"AI Overview, Video, Video carousel, Related searches"
동물 성격,Informational,90,"0.29,0.82,0.41,0.29,0.41,0.29,0.29,0.65,1.00,0.65,0.82,0.65",10,0.00,0.33,"AI Overview, Reviews, Image pack, Video, Related searches"
물범 성격,Informational,90,"0.50,0.25,0.75,1.00,0.50,0.50,0.50,0.25,0.25,0.50,0.25,0.25",26,0.00,0.33,"AI Overview, Image, Image pack, Video, People also ask, Related searches"
미니 비숑 성격,Informational,90,"0.04,0.02,0.02,0.04,0.02,0.02,0.02,0.04,0.44,0.54,1.00,0.35",25,0.00,0.33,"AI Overview, Video, People also ask, Related searches"
발 모양 성격,Informational,90,"0.79,0.79,0.64,0.50,0.79,0.36,0.50,1.00,0.64,0.50,0.50,0.79",22,0.00,0.33,"Image, Image pack, Video, Related searches"
발가락 모양 성격,Informational,90,"0.79,0.79,0.64,0.50,0.79,0.36,0.50,1.00,0.64,0.50,0.50,0.79",22,0.00,0.33,"Image, Image pack, Video, Related searches"
백 예린 성격,Informational,90,"0.29,0.24,0.24,1.00,0.65,0.53,0.65,0.53,0.53,0.41,0.82,0.53",20,0.00,0.33,"Image pack, Video, People also ask, Related searches"
사막 여우 성격,Informational,90,"0.02,0.02,0.02,0.08,0.02,0.02,0.02,0.06,0.29,0.29,0.29,1.00",8,0.00,0.33,"AI Overview, Image, Image pack, Video, Video carousel, People also ask, Related searches"
서씨 성격,Informational,90,"0.23,0.44,1.00,0.35,0.02,0.04,0.02,0.04,0.02,0.02,0.04,0.08",23,0.00,0.33,"AI Overview, Image pack, Video, People also ask, Related searches"
성격 단어 키워드,Informational,90,"0.09,0.09,0.18,1.00,0.09,0.09,0.09,0.09,0.09,0.18,0.18,0.09",11,0.00,0.33,"Image, Image pack, Video, Related searches"
성격 단점 예시,Informational,90,"0.82,1.00,1.00,0.82,1.00,0.64,0.64,0.64,1.00,0.82,1.00,0.64",12,0.00,0.33,"AI Overview, Image, Image pack, Video, Video carousel, People also ask, Related searches"
성격 목록,Informational,90,"0.64,0.64,0.79,1.00,0.79,0.64,0.64,0.36,1.00,0.50,0.50,0.64",12,0.00,0.33,"Image pack, Related searches"
성격 의 어두운 면 테스트,Informational,90,"0.81,1.00,0.05,0.14,0.05,0.33,0.05,0.81,0.05,0.14,0.05,0.05",15,0.00,0.33,"Video, Related searches"
성격 의 장점,Informational,90,"0.05,0.03,0.02,0.36,0.24,0.03,0.02,0.02,1.00,0.05,0.29,0.02",10,0.00,0.01,"AI Overview, Image pack, Video, Video carousel, Related searches"
성격 차이 이별,Informational,90,"1.00,0.67,0.05,0.05,0.05,0.43,0.19,0.05,0.10,0.05,0.05,0.05",19,0.00,0.33,"AI Overview, Video, Video carousel, Related searches"
성격 표현 단어,Informational,90,"0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,1.00,0.01,0.01,0.02",16,0.00,0.33,"AI Overview, Reviews, Image pack, Video, Video carousel, Related searches"
성격 한자,Informational,90,"0.03,0.06,0.12,1.00,0.06,0.03,0.09,0.03,0.09,0.03,0.81,0.34",20,0.00,0.33,"AI Overview, Image pack, Video, People also ask"
성급 성격,Informational,90,"0.45,0.82,1.00,1.00,0.82,0.82,0.82,1.00,1.00,1.00,0.64,0.64",20,0.00,0.33,"Image pack, People also ask, Related searches"
신중한 성격,Informational,90,"0.02,0.02,0.44,1.00,0.35,0.06,0.06,0.02,0.29,0.04,0.02,0.08",20,0.00,0.33,Related searches
싹싹한 성격,Informational,90,"0.02,0.04,1.00,0.15,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02",15,0.00,0.33,AI Overview
예쁘고 성격 좋은 여자,Informational,90,"0.19,0.02,0.08,0.05,0.19,1.00,0.02,0.02,0.02,0.02,0.02,0.12",17,0.00,0.33,"AI Overview, Video, Video carousel, Related searches"
왈가닥 성격,Informational,90,"0.81,0.02,0.15,0.04,0.02,1.00,0.06,0.02,0.02,0.02,0.02,0.10",23,0.00,0.33,"AI Overview, Video, People also ask, Related searches"
원숭이 성격,Informational,90,"0.01,1.00,0.01,0.01,0.01,0.01,0.02,0.01,0.01,0.01,0.12,0.08",21,0.00,0.33,"Sitelinks, AI Overview, Image pack, Video, People also ask, Related searches"
유관순 성격,Informational,90,"0.15,0.12,0.54,0.42,1.00,0.81,0.08,0.04,0.27,0.42,0.19,0.42",19,0.00,0.33,"AI Overview, Image, Image pack, Video, People also ask, Related searches"
유형 의,Informational,90,"1.00,0.04,1.00,1.00,0.15,0.08,0.15,0.08,0.04,0.04,0.42,0.19",19,0.00,0.33,"AI Overview, Reviews, Video, People also ask, Related searches"
일론 머스크 성격,Informational,90,"0.24,0.19,0.43,0.33,0.52,0.43,0.43,0.43,0.81,1.00,0.52,0.67",25,0.00,0.33,"AI Overview, Video, People also ask, Related searches"
자기 소개서 성격 소개,Informational,90,"0.25,0.25,0.25,0.25,0.50,0.25,0.25,0.25,0.25,0.25,1.00,0.50",10,0.00,0.33,"Image, Image pack, Video, Related searches"
자기 소개서 성격 예시,Informational,90,"0.05,1.00,0.10,0.05,0.05,0.24,0.05,0.05,0.05,0.14,0.05,0.05",10,0.00,0.01,"Image, Image pack, Video, Related searches"
장모 치와와 성격,Informational,90,"0.64,0.64,0.64,0.64,0.64,0.82,1.00,1.00,0.82,1.00,1.00,1.00",23,0.00,0.01,"AI Overview, Image, Image pack, Video, Related searches"
전주 이씨 성격,Informational,90,"0.06,0.03,0.34,1.00,0.03,0.06,0.03,0.03,0.16,0.03,0.16,0.09",18,0.00,0.33,"AI Overview, Video, People also ask, Related searches"
조유리 성격,Informational,90,"1.00,0.29,0.41,0.12,0.41,0.06,0.06,0.12,0.06,0.41,0.06,0.06",23,0.00,0.33,"AI Overview, Image, Image pack, Video, Video carousel, People also ask, Related searches"
진중한 성격,Informational,90,"0.20,1.00,0.20,0.60,1.00,0.20,1.00,0.20,0.20,0.60,1.00,0.40",17,0.00,0.33,"Image pack, Video, People also ask, Related searches"
차가운 성격,Informational,90,"1.00,0.82,0.03,0.03,0.03,0.03,0.36,0.13,0.03,0.03,0.18,0.08",24,0.00,0.33,"Image pack, Video, Related searches"
차은 우 성격,Informational,90,"1.00,0.36,0.05,0.03,0.44,0.05,0.36,0.13,0.05,0.03,0.05,0.10",18,0.00,0.33,"AI Overview, Image pack, Video, Related searches"
치타 성격,Informational,90,"0.65,0.53,0.41,0.41,0.41,0.53,0.65,0.65,0.65,0.65,1.00,1.00",26,0.00,0.33,"AI Overview, Image, Image pack, Video, People also ask, Related searches"
카오스 고양이 성격,Informational,90,"0.02,1.00,0.02,0.23,0.44,0.02,0.15,0.02,0.02,0.06,0.02,0.29",21,0.00,0.33,"AI Overview, Image pack, Video, Video carousel, Related searches"
토끼띠 남자 성격,Informational,90,"0.56,0.11,0.11,1.00,0.11,0.11,0.11,0.78,0.11,0.11,0.22,0.22",17,0.00,0.33,"AI Overview, Video, People also ask, Related searches"
통통 튀는 성격,Informational,90,"0.44,0.05,0.03,0.67,0.03,0.10,0.03,0.03,0.28,1.00,0.03,0.13",15,0.00,0.33,"AI Overview, Video"
페키니즈 성격,Informational,90,"0.64,1.00,0.79,0.64,0.64,0.79,0.64,0.79,0.79,1.00,0.79,0.79",19,0.00,0.33,"AI Overview, Image, Image pack, Video, Video carousel, People also ask, Related searches"
포켓몬 보조 성격,"Informational, Transactional",90,"0.36,0.79,1.00,0.79,0.50,0.36,0.64,0.64,1.00,0.79,0.79,0.50",25,0.00,0.33,"Sitelinks, Video, People also ask, Related searches"
포켓몬 성격 노가다,Informational,90,"0.03,0.36,1.00,1.00,0.03,0.05,0.03,0.03,0.05,0.03,0.10,0.05",21,0.00,0.33,"Sitelinks, Video, People also ask, Related searches"
포켓몬 성격 대담,Informational,90,"0.04,1.00,0.67,0.29,0.02,0.02,0.02,0.08,0.04,0.15,0.02,0.04",23,0.00,0.33,"Image pack, Video, Related searches"
포켓몬 성격 명랑,Informational,90,"0.36,1.00,1.00,1.00,0.64,0.45,0.45,0.64,1.00,0.82,1.00,1.00",23,0.00,0.33,"AI Overview, Video, Related searches"
포켓몬 성격 성실,Informational,90,"0.53,0.82,1.00,0.82,0.41,0.41,0.53,0.65,0.65,0.53,0.53,0.65",18,0.00,0.33,"Image pack, Video, Related searches"
포켓몬 성격 정리,Informational,90,"0.21,0.64,0.79,1.00,0.79,0.36,0.79,0.79,0.79,0.50,0.50,0.64",22,0.00,0.33,"Image pack, Video"
표범 성격,Informational,90,"0.14,0.07,0.07,0.36,0.07,0.07,0.07,0.07,0.50,0.07,0.14,1.00",26,0.00,0.33,"AI Overview, Image, Image pack, Video, People also ask, Related searches"
프로이트 성격 발달 이론,Informational,90,"0.06,0.02,1.00,0.23,0.02,0.06,0.04,0.02,0.19,0.35,0.02,0.08",15,0.00,0.33,"AI Overview, Image pack, Video, Related searches"
혈액형 b 형 성격,Informational,90,"0.06,0.65,0.41,0.06,0.41,0.12,1.00,0.12,0.06,0.41,0.29,0.06",19,0.00,0.33,"AI Overview, Image pack, Video, People also ask"
호탕한 성격,Informational,90,"1.00,0.05,0.10,0.05,0.24,0.24,0.67,0.05,0.05,0.05,0.05,0.10",23,0.00,0.33,"AI Overview, Video, People also ask, Related searches"
회피 성 성격 장애 정신과,Informational,90,"0.50,0.50,0.64,0.79,0.79,0.79,1.00,0.50,0.50,0.79,0.50,0.36",19,7.58,0.16,"AI Overview, Video, People also ask, Related searches"
a 군 성격 장애,Informational,70,"0.05,0.05,0.10,0.05,1.00,0.05,0.14,0.05,0.05,0.05,0.10,0.05",14,0.00,0.33,"AI Overview, Image pack, Video, People also ask, Related searches"
고양이 성격 여자,Informational,70,"0.11,0.11,0.22,0.22,0.22,0.56,1.00,0.11,0.11,0.11,0.44,0.11",15,0.00,0.33,"AI Overview, Image pack, Video, Video carousel, Related searches"
권씨 성격,Informational,70,"1.00,1.00,0.14,0.33,0.43,0.05,0.19,0.05,0.10,0.05,0.05,0.05",26,0.00,0.33,"AI Overview, Image pack, Video, People also ask, Related searches"
글씨체 성격 테스트,Informational,70,"0.04,0.04,0.04,0.12,1.00,0.12,0.04,0.04,0.19,0.12,0.04,0.04",12,0.00,0.33,"Reviews, Image pack, Video, Video carousel, People also ask, Related searches"
김구 성격,Informational,70,"0.13,0.05,0.03,1.00,0.54,0.28,0.03,0.18,0.03,0.05,0.03,0.03",19,0.00,0.33,"AI Overview, Video, People also ask, Related searches"
꼼꼼한 성격,Informational,70,"1.00,0.06,0.06,0.24,0.06,0.06,0.24,0.06,0.41,0.41,0.53,0.06",15,0.00,0.33,"AI Overview, Image pack, Video, People also ask, Related searches"
느긋한 성격,Informational,70,"1.00,0.65,0.42,0.04,0.08,0.08,0.65,0.12,0.15,0.04,0.04,0.08",15,0.00,0.33,"AI Overview, Image pack, Video"
말 성격,Informational,70,"0.02,0.02,0.02,0.15,0.02,0.02,0.54,0.02,0.02,0.02,1.00,0.04",27,0.00,0.33,"AI Overview, Video, People also ask, Related searches"
모차르트 성격,Informational,70,"0.12,0.02,0.02,0.02,0.36,0.02,0.02,0.02,0.12,0.02,1.00,0.12",24,0.00,0.33,"AI Overview, Video, People also ask, Related searches"
문채원 성격,Informational,70,"0.33,0.05,0.05,0.10,0.05,0.05,1.00,0.19,0.05,0.67,0.05,0.05",21,0.00,0.33,"Image, Image pack, Video, People also ask, Related searches"
물병 자리 여자 성격,Informational,70,"0.02,0.02,1.00,0.02,0.04,0.06,0.10,0.04,0.02,0.02,0.02,0.02",19,0.00,0.33,"AI Overview, Related searches"
뱀띠 남자 성격,Informational,70,"0.06,0.06,0.06,0.12,0.06,0.29,1.00,0.12,0.53,0.06,0.12,0.24",14,0.00,0.33,"Sitelinks, AI Overview, Video, People also ask, Related searches"
