Keyword,Intent,Volume,Trend,Keyword Difficulty,CPC (USD),Competitive Density,SERP Features
裏 性格 診断,Informational,390,"0.44,0.54,0.82,1.00,0.67,0.67,0.54,0.44,0.54,0.44,0.82,0.82",26,0.31,0.01,"Sitelinks, Related searches"
診断 ツール,Informational,390,"1.00,0.82,1.00,1.00,1.00,1.00,1.00,0.82,1.00,0.82,0.82,1.00",33,1.60,0.13,"Sitelinks, Video carousel, People also ask, Related searches"
infp 性格 診断,Informational,320,"0.36,0.36,0.44,0.36,0.36,0.54,0.54,0.36,0.82,1.00,1.00,1.00",28,0.20,0.43,"Image, Video, Video carousel, People also ask, Related searches"
mbti jp,Informational,320,"1.00,0.81,1.00,0.81,1.00,1.00,0.81,1.00,1.00,0.81,1.00,1.00",27,0.55,0.05,"Sitelinks, AI Overview, Image pack, Video, People also ask, Related searches"
mbti 比較,Informational,320,"0.82,0.82,0.67,0.82,0.82,0.67,0.82,0.67,1.00,0.82,0.82,0.67",16,0.00,0.33,"Sitelinks, Image pack, Video, People also ask, Related searches"
mtbt,Informational,320,"1.00,0.81,1.00,1.00,0.81,0.81,0.81,0.81,0.81,1.00,1.00,0.81",26,0.33,0.21,"Sitelinks, Reviews, Video, People also ask, Related searches"
nbpi,Informational,320,"0.81,0.66,1.00,0.81,0.36,0.29,0.36,0.44,0.36,0.29,0.29,0.29",18,0.34,0.10,"Video, People also ask, Related searches"
testii,Navigational,320,"1.00,0.81,1.00,0.81,0.81,0.54,0.54,0.81,0.54,0.67,0.54,0.23",17,0.00,0.00,"Sitelinks, Reviews, People also ask, Related searches"
アニメ キャラ 性格 診断,Informational,320,"0.81,1.00,0.67,0.67,0.54,0.67,0.67,0.44,0.54,0.54,0.54,0.54",20,0.00,0.33,"Image pack, Video, Related searches"
アニメ 性格 診断,Informational,320,"1.00,1.00,1.00,1.00,0.82,1.00,0.67,0.67,0.67,0.54,0.54,0.54",22,0.00,0.33,"Image pack, Video, Related searches"
エゴグラム 診断 無料,Informational,320,"0.81,0.44,0.67,0.81,0.67,0.67,0.67,0.67,0.81,1.00,0.81,1.00",21,0.35,0.17,"Sitelinks, Reviews, Video, People also ask, Related searches"
タイプ 別 診断 4 タイプ 無料,Informational,320,"1.00,0.81,0.81,0.81,0.81,0.81,0.19,0.19,0.27,0.19,0.27,0.19",4,0.33,0.06,"Image pack, Video, Related searches"
ダークコア 診断,Informational,320,"0.67,0.44,1.00,0.36,0.36,0.24,0.19,0.24,0.24,0.19,0.30,0.16",24,0.55,0.02,"Image pack, Video, Related searches"
ディグラム 診断 無料,Navigational,320,"0.05,0.04,0.05,0.04,0.05,0.06,0.05,1.00,0.25,0.06,0.07,0.04",16,0.37,0.20,"Sitelinks, Video, Related searches"
トモダチ コレクション 性格 診断,Informational,320,"0.07,0.04,0.07,0.06,0.03,0.02,0.11,0.20,0.55,1.00,0.24,0.20",28,0.00,0.33,"Sitelinks, Image pack, Video, People also ask, Related searches"
トライ 式 性格 診断,Informational,320,"0.54,0.44,0.44,0.36,0.36,0.36,0.44,0.54,0.44,0.36,0.29,1.00",14,0.00,0.02,"People also ask, Related searches"
パーソナリティ 検査,Informational,320,"1.00,0.82,1.00,0.82,0.67,0.67,0.82,0.67,0.82,0.82,1.00,1.00",26,1.02,0.27,"AI Overview, Video, People also ask, Related searches"
パーソナリティ 検査 と は,Informational,320,"1.00,0.67,0.81,0.54,0.44,0.67,0.54,0.54,0.67,0.67,0.67,0.81",24,1.25,0.05,"Sitelinks, AI Overview, Video, People also ask, Ads bottom"
ヒソカ の 性格 診断,Informational,320,"0.67,0.67,0.54,0.36,0.36,0.54,0.54,0.29,0.36,0.29,0.54,1.00",28,0.00,0.33,"Image pack, Video, Related searches"
ビッグ ファイブ 性格 診断,Informational,320,"1.00,0.82,0.82,0.82,0.82,0.54,0.54,0.67,0.67,0.82,0.82,0.82",19,0.24,0.40,"Sitelinks, Video, Video carousel, People also ask, Related searches"
ヘタリア 性格 診断,Informational,320,"0.67,1.00,0.54,0.67,0.54,0.54,0.67,0.54,0.54,0.18,0.36,0.36",14,0.00,0.33,"Image, Image pack, People also ask, Related searches"
ホロスコープ 性格 診断,Informational,320,"0.81,0.81,1.00,0.81,0.54,0.54,0.67,0.54,0.67,0.67,0.54,0.44",20,0.17,0.06,"Sitelinks, Reviews, Video, People also ask, Related searches"
モチラボ,Navigational,320,"0.67,0.44,0.54,0.67,0.81,0.54,0.81,0.67,1.00,0.81,0.54,0.67",15,0.82,0.02,"Video, People also ask, Related searches"
ワンピース 性格 診断,Informational,320,"1.00,0.81,0.81,0.67,0.67,0.54,0.67,0.44,0.44,0.67,0.81,0.67",8,0.00,0.33,"Image, Image pack, Video, Related searches"
占い 無料 性格,Informational,320,"0.82,0.82,1.00,1.00,0.82,1.00,1.00,0.82,0.82,1.00,0.82,0.54",23,0.14,0.21,"People also ask, Related searches"
占い 自分 の 性格,Informational,320,"0.54,0.67,0.81,1.00,0.67,0.54,0.67,0.44,0.54,0.44,0.54,0.44",10,0.06,0.30,"Video, Related searches"
女子 診断,Informational,320,"0.82,1.00,0.82,0.82,1.00,0.82,0.82,0.82,0.82,0.54,0.54,0.67",21,0.00,0.33,"Video, Related searches"
女性 タイプ 診断,Informational,320,"0.36,0.44,0.36,0.44,0.44,0.36,0.36,0.29,0.44,0.44,0.67,1.00",21,0.25,0.05,"Image pack, Video, Related searches"
女性 性格 診断,Informational,320,"0.12,0.54,0.24,0.44,0.66,1.00,1.00,0.81,0.81,0.66,0.81,0.66",23,0.20,0.09,"AI Overview, Image pack, People also ask, Related searches"
子供 タイプ 診断 ベネッセ,"Informational, Navigational",320,"0.54,1.00,0.44,0.54,0.54,0.54,0.44,0.67,0.67,0.67,0.81,0.81",21,1.78,0.02,"Image pack, People also ask, Related searches"
干支 性格 診断,Informational,320,"0.29,0.29,0.44,0.44,0.54,1.00,0.82,0.29,0.19,0.19,0.15,0.19",29,0.00,0.33,"Sitelinks, AI Overview, Video, People also ask, Related searches"
心理 テスト サイト,Informational,320,"0.67,0.54,0.81,0.81,0.81,0.81,1.00,0.67,0.81,0.67,0.67,0.67",30,1.10,0.02,"Video, Related searches"
心理 テスト 性格 診断,Informational,320,"0.82,0.82,1.00,0.82,0.82,0.82,0.82,0.54,0.67,0.54,0.67,0.67",26,0.25,0.06,"Sitelinks, Reviews, Video, Related searches"
性格 いい 診断,Informational,320,"0.16,0.16,0.20,0.20,0.25,0.20,0.20,0.16,0.13,0.13,1.00,0.45",19,0.10,0.04,"Video, People also ask, Related searches"
性格 の 良さ 診断,Commercial,320,"0.44,0.36,0.44,0.54,0.44,0.44,0.36,0.29,0.36,0.29,1.00,0.54",19,0.11,0.08,"Video, People also ask, Related searches"
性格 検査 と は,Informational,320,"0.67,0.44,1.00,0.54,0.44,0.44,0.54,0.44,0.81,0.81,0.67,1.00",20,0.60,0.19,"Sitelinks, AI Overview, Image pack, Video, People also ask, Related searches"
性格 診断 アニメ,Informational,320,"1.00,1.00,1.00,1.00,0.82,1.00,0.67,0.67,0.67,0.54,0.54,0.54",23,0.00,0.33,"Image pack, Video, Related searches"
性格 診断 アニメ キャラ,Informational,320,"0.81,1.00,0.67,0.67,0.54,0.67,0.67,0.44,0.54,0.54,0.54,0.54",17,0.00,0.33,"Image pack, Video, Related searches"
性格 診断 女性,Informational,320,"0.12,0.54,0.24,0.44,0.66,1.00,1.00,0.81,0.81,0.66,0.81,0.66",20,0.13,0.07,"People also ask, Related searches"
性格 診断 心理 テスト,Informational,320,"0.82,0.82,1.00,0.82,0.82,0.82,0.82,0.54,0.67,0.54,0.67,0.67",32,0.46,0.03,"Sitelinks, Reviews, Video, People also ask, Related searches"
性格 診断 色,Informational,320,"0.30,0.24,0.24,0.24,0.24,0.24,0.30,0.24,0.36,0.30,1.00,0.44",17,0.00,0.00,"Sitelinks, Image pack, Video, Related searches"
文字 性格 診断,Informational,320,"1.00,0.82,0.67,1.00,0.82,0.82,0.82,0.82,0.67,1.00,1.00,1.00",16,0.00,0.33,"Reviews, Image pack, Video, Video carousel, People also ask, Related searches"
星座 性格 診断,Informational,320,"0.67,0.67,0.54,0.67,1.00,1.00,1.00,0.82,0.67,0.67,0.67,0.67",17,0.00,0.33,"Sitelinks, Reviews, Video, People also ask, Related searches"
特性 診断,Informational,320,"0.82,0.82,0.82,1.00,0.82,0.67,0.82,0.54,0.67,0.82,0.82,0.82",33,0.39,0.39,"AI Overview, Image pack, Video, People also ask, Related searches"
狂人 診断,Informational,320,"0.44,0.29,0.29,0.29,0.36,0.24,0.44,0.36,1.00,0.36,0.36,0.54",11,0.00,0.33,
生年 月 日 統計 学 性格 診断,Informational,320,"1.00,1.00,1.00,1.00,0.81,0.66,1.00,1.00,0.81,0.66,0.66,0.53",19,0.12,0.05,"Sitelinks, AI Overview, Video, People also ask, Related searches"
筆跡 性格 診断,Informational,320,"0.82,0.67,0.54,1.00,0.67,0.82,0.82,0.82,0.82,0.82,0.82,0.82",12,2.12,0.01,"Reviews, Image pack, Video, Video carousel, Related searches"
自分 が わからない 診断,Informational,320,"0.67,0.82,1.00,0.82,0.82,0.82,0.67,0.54,0.54,0.67,0.67,0.54",21,0.18,0.40,"AI Overview, Video, People also ask, Related searches"
自分 の 性格 占い,Informational,320,"0.54,0.67,0.81,1.00,0.67,0.54,0.67,0.44,0.54,0.44,0.54,0.44",15,0.07,0.23,"People also ask, Related searches"
自分 の 感情 が わからない 診断,Informational,320,"0.67,0.81,0.81,0.81,1.00,0.67,0.67,0.67,0.54,0.54,0.54,0.44",16,0.14,0.12,"Video, People also ask, Related searches, Ads top"
自分 らしさ 診断,Informational,320,"1.00,0.82,0.82,1.00,0.82,0.54,0.54,0.54,0.54,0.82,1.00,0.54",9,0.19,0.39,"Video, People also ask, Related searches"
診断 com,Navigational,320,"0.67,0.44,0.67,1.00,0.67,0.67,0.54,0.54,0.54,0.29,0.67,0.54",28,0.00,0.01,"People also ask, Related searches"
診断 女子,Informational,320,"0.82,1.00,0.82,0.82,1.00,0.82,0.82,0.82,0.82,0.54,0.54,0.67",19,0.00,0.33,Related searches
赤ちゃん 性格 診断,Informational,320,"0.54,0.67,0.82,0.82,1.00,0.67,0.82,0.82,0.67,0.82,0.82,0.82",23,0.00,0.00,"Sitelinks, Image pack, Video, People also ask, Related searches"
16 性格 診断 相性,Informational,260,"1.00,1.00,1.00,0.81,0.66,0.66,0.66,0.53,0.53,0.53,0.53,0.44",10,0.00,0.01,"Sitelinks, Image pack, Video, People also ask, Related searches"
disc 性格 診断,Informational,260,"1.00,1.00,1.00,0.81,0.81,0.81,0.65,0.81,1.00,1.00,0.81,1.00",17,0.46,0.21,"AI Overview, Video, People also ask, Related searches"
esp 診断,Informational,260,"1.00,1.00,0.81,0.81,0.66,0.66,0.66,0.81,0.81,0.66,0.53,0.66",7,1.15,0.15,"Sitelinks, AI Overview, Image pack, People also ask"
mbti en,Informational,260,"0.81,0.81,0.81,0.66,0.66,0.66,0.66,0.66,0.81,1.00,1.00,0.53",30,0.71,0.03,"Image pack, Video, People also ask, Related searches"
mbti ni,Informational,260,"0.81,0.66,0.66,0.66,0.81,0.81,0.81,1.00,0.81,1.00,0.81,0.66",8,0.00,0.33,"AI Overview, Image pack, Video, People also ask, Related searches"
mbti テスト 無料,Informational,260,"0.54,0.54,0.44,0.44,0.35,0.54,0.54,0.67,0.67,0.81,1.00,0.81",30,0.36,0.64,"Reviews, Video, People also ask, Related searches"
yg 性格 検査 無料,Commercial,260,"0.67,0.44,0.44,0.54,0.54,0.54,0.54,0.44,0.54,0.81,1.00,0.81",9,0.57,0.38,"Sitelinks, People also ask, Related searches, Ads top"
あなた の 診断,Informational,260,"0.82,0.54,0.54,1.00,0.67,0.67,0.82,0.67,0.67,0.54,0.82,1.00",27,0.00,0.01,"Video, People also ask, Related searches"
いい 人 診断,Informational,260,"0.30,0.30,0.30,0.30,0.36,0.30,0.30,0.24,0.24,0.19,1.00,0.55",10,0.17,0.02,"Video, Related searches"
いじめ 診断,Informational,260,"0.81,0.81,1.00,1.00,0.81,0.81,0.81,0.66,0.53,0.34,0.53,0.81",14,0.00,0.01,"Image pack, People also ask, Related searches"
ちょう せいかく ぶん せき,Informational,260,"0.48,0.09,0.32,1.00,0.72,0.32,0.14,0.03,0.02,0.04,0.03,0.02",13,0.00,0.00,"Reviews, People also ask, Related searches"
のび しろ 診断,Navigational,260,"0.10,0.08,0.12,0.44,0.19,0.19,0.67,0.08,0.06,0.10,0.12,1.00",23,0.00,0.02,"Sitelinks, Related searches"
イデオロギー 診断,Informational,260,"1.00,0.82,0.54,0.82,0.54,0.54,0.82,0.82,0.54,0.44,0.67,0.67",9,0.00,0.33,Related searches
エゴグラム 無料,Commercial,260,"0.82,0.44,0.54,0.82,0.67,0.54,0.67,0.67,0.44,0.82,0.67,1.00",31,0.24,0.11,"Sitelinks, People also ask, Related searches"
エゴグラム 診断 シート,Informational,260,"0.67,0.67,0.67,1.00,0.82,0.54,0.67,0.54,0.67,1.00,0.67,0.82",15,0.00,0.01,"Sitelinks, AI Overview, Image pack, Related searches"
カラー 性格 診断,Informational,260,"0.81,1.00,1.00,0.81,0.66,0.53,0.53,0.53,0.53,0.66,0.53,0.66",14,0.35,0.03,"Sitelinks, Image, Image pack, Video, People also ask, Related searches"
カリスマ 診断,Informational,260,"0.44,0.67,0.67,0.67,0.67,0.81,0.54,0.44,1.00,0.44,0.54,0.44",16,0.00,0.01,Video
キングダム 性格 診断,Navigational,260,"0.82,0.67,0.67,0.82,0.82,1.00,0.67,0.44,0.67,0.54,0.54,0.44",19,0.00,0.33,"Sitelinks, Video, Related searches"
クズ 人間 診断,Informational,260,"1.00,0.82,1.00,0.82,0.67,0.82,0.67,0.44,0.08,0.10,0.10,0.13",14,0.00,0.02,Related searches
クズ 女 診断,Informational,260,"0.81,1.00,1.00,1.00,1.00,0.81,0.81,0.44,0.28,0.22,0.28,0.22",14,0.00,0.33,Related searches
ダメ 人間 診断,Informational,260,"0.82,0.82,1.00,0.82,0.82,0.54,0.67,0.54,0.54,0.67,0.67,0.54",13,0.25,0.04,"People also ask, Related searches"
トライ 性格 診断,Informational,260,"1.00,0.67,0.54,0.54,0.44,0.67,0.44,0.54,0.67,0.44,0.36,0.54",14,0.00,0.01,"Image pack, Video, People also ask, Related searches"
ドラクエ 性格 診断,Informational,260,"0.81,1.00,0.81,0.81,1.00,0.53,0.53,0.53,0.44,0.28,1.00,0.66",18,0.00,0.33,"Sitelinks, Image, Video, Video carousel, Related searches"
ネトスト 診断,Informational,260,"0.66,0.81,0.81,1.00,0.81,0.53,0.66,0.53,0.81,0.66,0.81,0.66",15,0.00,0.33,"People also ask, Related searches"
ビッグ 5 診断,Informational,260,"0.29,0.29,0.29,0.29,0.36,0.29,0.44,0.54,0.54,0.67,1.00,0.67",16,0.34,0.42,"Video, People also ask, Related searches"
ビビり 診断,Informational,260,"0.67,1.00,0.67,0.67,0.44,0.54,0.67,0.67,0.67,0.44,0.67,0.82",15,0.00,0.33,"Image pack, People also ask, Related searches"
ミステリアス 診断,Informational,260,"0.81,0.81,1.00,0.81,0.81,0.81,0.81,0.81,1.00,0.81,0.81,0.81",17,0.00,0.01,"Image pack, Video, People also ask, Related searches"
人たらし 診断,Informational,260,"0.81,0.66,0.81,0.66,0.81,0.81,1.00,1.00,0.81,1.00,1.00,0.28",15,0.17,0.01,"Video, Related searches"
個性 心理 学 無料,"Informational, Transactional",260,"0.54,0.54,0.44,0.54,0.67,0.67,0.67,0.67,0.82,1.00,0.82,1.00",32,0.00,0.01,"Video, Related searches"
共感 力 診断,Informational,260,"0.66,0.81,1.00,1.00,0.81,0.81,0.81,0.66,0.81,0.66,0.66,0.66",14,0.42,0.05,"Video, People also ask, Related searches"
劣等 感 診断,Informational,260,"0.81,1.00,0.81,0.66,0.66,0.66,0.53,0.53,0.44,0.44,0.53,0.44",13,0.00,0.02,"People also ask, Related searches"
占い 性格 当たる,Informational,260,"0.66,0.81,1.00,0.81,0.53,0.53,0.81,0.66,0.66,0.66,0.66,0.81",13,0.05,0.24,"Video, People also ask, Related searches"
女 の 性格,Informational,260,"1.00,1.00,1.00,1.00,0.81,0.81,1.00,0.81,0.81,0.81,0.81,0.81",16,0.00,0.33,"Sitelinks, AI Overview, Video, Video carousel, People also ask, Related searches"
女性 の タイプ 診断,Informational,260,"0.36,0.44,0.36,0.44,0.44,0.36,0.36,0.29,0.44,0.44,0.67,1.00",21,0.15,0.03,"Image pack, Video, People also ask, Related searches"
女性 の 性格,Informational,260,"0.81,1.00,0.66,0.81,0.81,0.81,0.81,0.66,0.66,0.66,0.81,0.66",18,0.00,0.33,"Sitelinks, AI Overview, Video, People also ask, Related searches"
女性 性格,Informational,260,"0.81,1.00,0.66,0.81,0.81,0.81,0.81,0.66,0.66,0.66,0.81,0.66",20,0.00,0.33,"Sitelinks, AI Overview, Video, Video carousel, People also ask, Related searches"
学校 嫌い 診断,Informational,260,"0.67,0.67,1.00,0.67,0.54,0.67,0.82,0.54,0.54,0.67,0.67,0.82",7,0.00,0.01,"People also ask, Related searches"
就職 性格 診断,Informational,260,"0.54,0.54,1.00,0.67,0.54,0.36,0.67,1.00,0.67,0.82,0.67,0.54",13,1.07,0.51,"AI Overview, Video, Video carousel, People also ask, Related searches, Ads top, Ads middle"
当たる 性格 占い,Informational,260,"0.66,0.81,1.00,0.81,0.53,0.53,0.81,0.66,0.66,0.66,0.66,0.81",12,0.05,0.24,Related searches
心理 テスト 暇つぶし,Informational,260,"1.00,1.00,1.00,1.00,1.00,0.81,0.81,0.81,0.81,0.66,0.66,0.53",26,0.00,0.02,"Sitelinks, Related searches"
心理 テスト 選択肢 なし,Informational,260,"0.53,0.66,0.81,0.81,1.00,0.81,0.81,0.81,1.00,1.00,0.81,0.81",10,0.00,0.33,"Sitelinks, Video, Related searches"
心理 分析,Informational,260,"0.81,0.66,0.81,0.81,0.81,0.81,0.66,0.66,0.81,0.81,0.81,1.00",33,0.72,0.02,"Sitelinks, AI Overview, Image pack, Video, Video carousel, People also ask, Related searches"
心理 検査 テスト,Informational,260,"0.23,0.23,0.23,0.35,0.81,0.67,0.67,0.81,1.00,0.44,0.19,0.54",9,0.09,0.04,"AI Overview, Image pack, Video, People also ask, Related searches"
性格 ひねくれ 診断,Informational,260,"1.00,1.00,0.81,1.00,0.81,0.66,0.53,0.44,0.53,0.34,1.00,0.22",14,0.00,0.02,"Video, People also ask, Related searches"
性格 占い 完全 無料,Informational,260,"0.29,0.24,0.36,0.44,0.44,0.54,1.00,0.54,0.44,0.36,0.15,0.15",13,0.04,0.08,Related searches
性格 占い 当たる,Informational,260,"0.66,0.81,1.00,0.81,0.53,0.53,0.81,0.66,0.66,0.66,0.66,0.81",10,0.09,0.22,Related searches
性格 美人 診断,Informational,260,"1.00,1.00,0.81,1.00,1.00,0.81,0.66,0.66,0.66,0.44,0.34,0.44",16,0.00,0.33,"Video, People also ask, Related searches"
性格 診断 intp,Informational,260,"1.00,1.00,0.81,0.81,0.81,0.81,0.81,0.81,0.81,0.81,0.65,0.65",19,0.22,0.20,"Sitelinks, AI Overview, Video, People also ask, Related searches"
性格 診断 就職,Informational,260,"0.54,0.54,1.00,0.67,0.54,0.36,0.67,1.00,0.67,0.82,0.67,0.54",15,1.07,0.51,"Sitelinks, Video, Video carousel, People also ask, Related searches"
性格 診断 管理 者,Informational,260,"1.00,0.81,0.81,0.66,0.81,0.81,0.66,0.66,0.53,0.53,0.53,0.53",14,0.00,0.01,"Sitelinks, AI Overview, Video, People also ask, Related searches"
恋愛 性格 診断 無料,Informational,260,"0.12,0.19,1.00,1.00,0.44,0.36,0.29,0.19,0.19,0.29,0.54,0.44",27,0.28,0.08,"Video, People also ask"
恋愛 診断 高校生,Informational,260,"0.81,0.67,1.00,0.81,0.44,0.35,0.29,0.35,0.35,0.35,0.67,0.54",32,0.00,0.33,"Sitelinks, People also ask, Related searches"
暇つぶし 心理 テスト,Informational,260,"1.00,1.00,1.00,1.00,1.00,0.81,0.81,0.81,0.81,0.66,0.66,0.53",31,0.00,0.02,"Sitelinks, Video, People also ask, Related searches"
短気 診断,Informational,260,"0.54,0.54,0.54,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,1.00",11,0.18,0.02,Related searches
自分 と 合わ ない 人 診断,Informational,260,"0.81,0.81,0.81,1.00,1.00,0.81,0.81,1.00,0.66,0.66,1.00,0.66",14,0.13,0.16,"AI Overview, Video, Related searches"
自分 の 能力,Informational,260,"1.00,0.66,0.66,0.81,0.66,0.81,0.66,0.66,0.66,0.81,0.66,0.66",18,0.82,0.15,"AI Overview, Video, People also ask, Related searches"
自分 嫌い 診断,Informational,260,"0.81,1.00,1.00,1.00,0.66,1.00,0.81,1.00,0.81,0.66,0.66,1.00",11,0.05,0.04,Video
自己 像,Informational,260,"0.36,0.29,0.29,0.29,0.36,0.36,0.44,0.36,0.24,1.00,0.66,0.44",17,0.00,0.33,"Sitelinks, AI Overview, Image pack, Video, People also ask, Knowledge panel, Related searches"
裏表 診断,Informational,260,"0.66,0.81,1.00,1.00,1.00,1.00,0.81,0.81,1.00,0.66,1.00,0.81",20,0.00,0.01,"Image pack, People also ask, Related searches"
診断 クイズ,Informational,260,"0.67,0.67,0.67,0.54,0.82,1.00,0.67,0.67,0.67,0.67,0.82,0.54",28,0.00,0.02,"Video, Related searches"
診断 テスト 当たる,Commercial,260,"0.53,0.81,0.81,0.81,0.81,1.00,0.81,0.66,0.81,0.53,0.66,0.53",30,0.16,0.11,"Video, People also ask, Related searches"
16 person,Navigational,210,"1.00,0.81,1.00,0.65,0.65,0.65,0.65,0.65,0.65,0.81,0.81,0.65",33,0.49,0.10,"Sitelinks, Video, People also ask, Related searches"
16 型,Informational,210,"1.00,0.81,0.81,0.81,0.81,1.00,0.65,0.65,0.81,0.65,0.65,0.54",28,0.73,0.10,"Sitelinks, Reviews, Image pack, Video, Video carousel, People also ask, Related searches, Popular products"
16p,Informational,210,"0.54,0.54,0.44,0.44,0.44,0.44,1.00,0.36,0.67,0.44,0.44,0.44",26,0.00,0.01,"Sitelinks, Reviews, Image pack, Video, People also ask, Related searches"
a 型 診断,Informational,210,"1.00,0.66,0.66,0.81,0.81,0.66,0.66,0.81,0.66,0.44,0.44,0.44",15,0.15,0.04,"Video, People also ask, Related searches"
b 型 診断,Informational,210,"1.00,0.81,1.00,1.00,0.81,0.81,0.81,0.65,0.81,0.54,0.54,0.65",24,0.00,0.33,"Reviews, Video, People also ask, Related searches"
https www 16personalities com ja,Navigational,210,"1.00,0.65,0.81,0.65,0.65,0.65,0.81,0.65,0.65,1.00,0.81,0.65",29,0.50,0.58,"People also ask, Related searches"
intb,Informational,210,"1.00,0.81,0.66,0.66,0.53,0.66,0.66,0.53,0.81,0.66,0.81,0.66",19,0.46,0.08,"AI Overview, Reviews, Video, People also ask, Related searches"
lol 性格 診断,Informational,210,"0.36,0.36,0.36,0.44,0.36,0.19,0.24,0.15,0.19,0.15,1.00,0.29",8,0.00,0.33,"Video, Related searches"
mbth,Informational,210,"1.00,0.81,0.81,0.81,0.65,0.81,0.81,0.65,0.65,0.81,0.81,0.81",25,0.00,0.01,"Reviews, Image pack, Video, People also ask, Related searches"
mbti pj,Informational,210,"0.81,0.81,0.81,0.65,0.81,0.81,0.81,0.65,0.81,1.00,1.00,1.00",18,0.00,0.33,"Sitelinks, AI Overview, Image pack, Video, People also ask, Related searches"
mbti どれがいい,Informational,210,"0.44,0.44,0.44,0.54,0.44,0.44,0.29,0.35,0.44,0.67,1.00,0.81",21,0.55,0.03,"Sitelinks, AI Overview, Image pack, Video, People also ask, Related searches"
mbti キャラクター 診断,Informational,210,"0.08,1.00,0.54,0.24,0.29,0.66,0.66,0.24,0.24,0.19,0.24,0.29",12,0.00,0.02,"Image pack, Video, People also ask, Related searches"
mbti 写真,Informational,210,"0.44,1.00,0.44,0.44,0.29,0.29,0.23,0.23,0.29,0.19,0.19,0.19",31,0.00,0.33,"Image, Image pack, People also ask"
mbti 基準,Informational,210,"0.81,0.81,0.81,1.00,0.81,0.81,0.81,0.65,0.81,0.81,0.81,0.81",34,0.00,0.33,"Image pack, Video, People also ask, Related searches"
mbti 心理 学,Informational,210,"0.81,1.00,1.00,1.00,0.81,1.00,0.81,0.54,0.65,0.81,0.81,1.00",20,0.43,0.03,"Sitelinks, AI Overview, Image pack, Video, People also ask, Related searches"
mbti 時間,Informational,210,"0.81,0.81,1.00,1.00,0.81,0.81,0.65,0.65,0.81,1.00,0.81,0.65",25,0.00,0.33,"Sitelinks, AI Overview, Video, People also ask, Related searches"
mbti 診断 簡易,Informational,210,"0.81,0.81,1.00,0.66,0.66,0.44,0.66,0.44,0.53,0.81,1.00,0.81",28,0.25,0.10,"Video, Related searches"
mgbt,Informational,210,"1.00,0.81,0.66,0.66,0.53,0.66,0.53,0.44,0.53,0.66,0.66,0.66",24,0.49,0.08,"Image pack, People also ask, Related searches"
valorant 性格診断,Informational,210,"0.04,0.05,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,1.00",28,0.00,0.00,"Video, Related searches"
yg 性格 検査 無料 診断,Informational,210,"1.00,0.81,1.00,0.66,0.53,0.66,0.53,0.44,0.53,0.44,0.28,0.53",9,0.51,0.32,"Sitelinks, AI Overview, Reviews, Video, People also ask, Related searches"
いい 女 診断,Informational,210,"0.66,0.53,0.66,0.81,1.00,1.00,1.00,0.66,0.53,0.44,0.66,0.53",14,0.00,0.02,"Video, People also ask, Related searches"
お 酒 性格 診断,Informational,210,"0.15,0.19,0.19,0.15,0.10,0.12,0.67,1.00,0.36,0.19,0.19,0.12",18,0.00,0.33,"Video, People also ask, Related searches"
おもしろ 心理 テスト 性格,Informational,210,"0.54,0.67,1.00,0.44,0.54,0.54,0.67,0.54,0.44,0.54,0.67,0.67",20,0.00,0.01,"Sitelinks, Video, People also ask, Related searches"
どんな 性格,Informational,210,"0.66,0.66,0.81,0.66,0.44,0.44,0.66,0.66,0.66,1.00,0.81,0.81",25,0.00,0.01,"Sitelinks, AI Overview, Image pack, Video, People also ask, Related searches"
なんか の 診断,Informational,210,"0.44,0.36,0.44,0.54,0.54,0.82,1.00,0.54,0.54,0.44,0.67,0.54",26,0.16,0.06,"Video, Related searches"
なんでも中間はする万能器用者,Informational,210,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00",23,0.00,0.00,"AI Overview, Video, People also ask, Related searches"
エルジー ビーティー 診断,Informational,210,"0.53,0.81,1.00,0.81,0.66,0.53,0.66,0.66,0.66,0.66,0.66,0.66",22,0.00,0.02,"AI Overview, Video, People also ask, Related searches"
エンターテイナー 性格 診断,Informational,210,"1.00,0.65,0.81,0.65,0.81,0.54,0.54,0.42,0.35,0.35,0.35,0.27",20,0.00,0.02,"Image pack, Video, People also ask"
カラー 診断 性格,Informational,210,"0.81,1.00,1.00,0.81,0.66,0.53,0.53,0.53,0.53,0.66,0.53,0.66",18,0.00,0.02,"Image pack, Video, Related searches"
ジブリ 性格 診断,Informational,210,"0.66,0.81,0.81,0.66,1.00,0.53,0.66,0.53,0.53,0.44,0.81,0.53",8,0.00,0.33,"Sitelinks, Image, Image pack, Video, Related searches"
ジョブ グラム,Informational,210,"0.81,0.81,1.00,1.00,1.00,0.81,0.81,0.65,0.65,1.00,0.65,1.00",27,1.00,0.08,"AI Overview, Image pack, Video, People also ask, Related searches"
スター性格診断ショー,Informational,210,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00",29,0.00,0.00,"Sitelinks, Reviews, Video, Video carousel, People also ask, Knowledge panel"
