Keyword,Intent,Relevance,Volume,Trend,Keyword Difficulty,CPC (USD),Competitive Density,SERP Features
vedic astrology birth chart and interpretation,Informational,44,90,"0.21,0.12,1.00,0.28,0.21,0.15,0.28,0.15,0.43,0.15,0.12,0.06",26,0.37,0.08,"Sitelinks, Video, Video carousel, Related searches"
vedic astrology readings,Informational,35,90,"0.19,0.15,0.26,0.53,0.11,0.34,0.15,0.80,0.42,1.00,0.15,0.26",32,1.47,0.28,"AI Overview, Video, Video carousel, Related searches"
vedic astrology synastry,Informational,42,90,"0.67,0.47,0.80,0.80,1.00,0.80,0.67,0.80,0.67,0.67,0.47,0.67",20,0.00,0.02,"Sitelinks, Reviews, Video, Discussions and forums, Related searches"
vedic compatibility chart,Informational,48,90,"0.65,0.49,0.49,0.49,0.65,0.65,0.65,0.49,0.49,0.79,0.79,1.00",31,0.83,0.05,"Reviews, Video, Video carousel, Related searches"
vedix india,Navigational,28,90,"1.00,0.65,0.79,0.65,0.49,0.65,0.65,0.65,0.79,0.49,0.49,0.49",28,0.89,0.60,"Sitelinks, Video, Video carousel, People also ask, Related searches, Ads bottom"
venus capricorn man,Informational,35,90,"0.22,0.65,0.83,1.00,0.65,0.83,0.39,0.39,0.00,0.39,0.52,0.39",21,0.00,0.33,"Sitelinks, AI Overview, Video, People also ask, Discussions and forums, Related searches"
venus compatibility,Informational,52,90,"1.00,0.77,0.62,0.62,0.77,0.38,0.62,0.46,0.38,0.38,0.38,0.46",33,0.00,0.33,"Sitelinks, AI Overview, Reviews, Video, People also ask, Related searches"
venus compatibility signs,Informational,46,90,"0.00,0.00,1.00,0.00,0.79,0.00,1.00,0.79,1.00,0.63,0.79,0.79",34,0.00,0.33,"Sitelinks, AI Overview, Image pack, Video, Video carousel, People also ask, Related searches"
venus in scorpio compatibility,Informational,44,90,"1.00,0.78,1.00,0.65,0.65,0.48,0.48,0.48,0.65,0.48,0.48,0.48",28,0.00,0.33,"Sitelinks, AI Overview, Video, People also ask, Related searches"
venus mars compatibility,Informational,46,90,"0.79,1.00,1.00,0.79,0.47,0.32,0.63,0.63,0.47,0.47,0.47,0.47",3,0.00,0.33,"Sitelinks, AI Overview, Reviews, Video, Video carousel, People also ask, Discussions and forums"
virgo and aries llc,Informational,48,90,"0.17,1.00,1.00,1.00,1.00,0.64,0.36,0.81,0.81,0.64,0.45,0.45",17,0.00,0.01,"Sitelinks, Video, People also ask, Knowledge panel"
virgo and aries love compatibility,Informational,41,90,"0.64,0.36,0.49,0.49,0.49,0.49,0.64,1.00,0.64,0.79,0.79,0.64",33,0.02,0.05,"Sitelinks, AI Overview, Video, Video carousel, People also ask, Discussions and forums, Related searches"
virgo and gemini friendship compatibility,Informational,39,90,"0.82,1.00,0.64,0.64,0.82,1.00,0.64,0.64,0.64,0.64,0.64,0.82",18,0.00,0.33,"Sitelinks, AI Overview, Reviews, Video, People also ask, Related searches"
virgo and gemini marriage compatibility,Informational,45,90,"0.81,0.62,0.62,0.62,0.81,0.62,0.81,0.81,0.81,0.81,1.00,0.62",25,0.00,0.33,"Sitelinks, AI Overview, Reviews, Video, Video carousel, Short videos, People also ask, Related searches"
virgo and scorpio marriage,Informational,40,90,"0.49,1.00,1.00,0.80,0.80,0.66,0.80,0.80,0.66,0.66,0.80,0.66",23,0.00,0.02,"Sitelinks, AI Overview, Video, People also ask, Related searches"
virgo and scorpio sex,Informational,37,90,"0.61,0.61,0.82,0.61,0.82,1.00,0.82,0.82,0.82,0.61,0.82,0.82",17,0.00,0.33,"Sitelinks, AI Overview, Video, People also ask, Discussions and forums, Related searches"
virgo aries friendship compatibility,Informational,40,90,"0.64,1.00,0.50,0.78,0.78,0.50,0.64,0.64,0.64,0.50,0.78,0.78",27,0.00,0.33,"Sitelinks, AI Overview, Video, People also ask, Discussions and forums, Related searches"
virgo chinese horoscope symbol,Informational,28,90,"0.50,0.50,0.50,0.50,0.50,1.00,0.50,0.64,0.50,0.78,0.50,0.50",29,0.00,0.01,"Sitelinks, AI Overview, Video, People also ask, Related searches"
virgo compatibilidad aries,Informational,39,90,"0.82,1.00,0.62,0.62,0.82,0.62,1.00,0.82,0.82,0.62,0.82,1.00",17,0.00,0.33,"Sitelinks, AI Overview, Reviews, Video, Video carousel, Short videos, People also ask, Related searches"
virgo compatible with virgo,Informational,51,90,"0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00",20,0.01,0.02,"Sitelinks, AI Overview, Video, Video carousel, People also ask, Discussions and forums, Related searches"
virgo female and scorpio male compatibility,Informational,44,90,"0.81,0.81,0.63,0.81,0.63,0.81,1.00,1.00,1.00,0.81,1.00,1.00",30,0.02,0.07,"Sitelinks, AI Overview, Reviews, Video, People also ask, Related searches"
virgo gemini friendship,Informational,36,90,"0.53,0.40,0.64,0.81,0.64,0.81,0.53,1.00,0.53,0.40,0.64,0.64",22,0.00,0.00,"Sitelinks, AI Overview, Video, Short videos, People also ask, Related searches"
virgo male and aries female compatibility,Informational,42,90,"0.17,0.17,0.17,1.00,1.00,1.00,1.00,0.81,1.00,1.00,1.00,1.00",13,0.04,0.05,"Sitelinks, AI Overview, Reviews, Video, People also ask, Related searches"
virgo male aries female compatibility,Informational,42,90,"0.18,0.18,0.18,1.00,1.00,1.00,1.00,0.81,1.00,1.00,1.00,1.00",20,0.04,0.05,"Sitelinks, AI Overview, Reviews, Video, People also ask, Discussions and forums, Related searches"
virgo man and scorpio woman in bed,Informational,39,90,"1.00,0.81,1.00,1.00,0.81,0.64,0.64,0.64,0.45,0.45,0.64,0.81",14,0.03,0.06,"Sitelinks, AI Overview, Video, Video carousel, People also ask, Related searches"
virgo man in bed with scorpio woman,Informational,39,90,"1.00,1.00,0.64,0.64,0.64,0.50,0.50,0.50,0.35,0.35,0.50,0.79",14,0.03,0.06,"Sitelinks, AI Overview, Video, Video carousel, People also ask, Discussions and forums, Related searches"
virgo man obsessed with capricorn woman,Informational,34,90,"0.28,0.50,0.35,0.50,0.63,0.78,1.00,0.78,0.63,0.63,0.63,0.78",17,0.00,0.01,"Sitelinks, AI Overview, Video, People also ask, Related searches"
virgo man scorpio woman in bed,Informational,38,90,"1.00,1.00,0.63,0.63,0.63,0.50,0.50,0.50,0.35,0.35,0.50,0.78",12,0.03,0.06,"Sitelinks, AI Overview, Video, Video carousel, People also ask, Related searches"
virgo oracle,Informational,30,90,"0.50,0.78,0.78,0.78,0.50,1.00,0.78,0.78,0.78,0.50,0.50,0.50",6,0.00,0.00,"Video, Video carousel, People also ask, Related searches"
virgo perfect match,Informational,43,90,"0.33,0.17,0.42,0.25,0.33,1.00,0.25,0.25,0.25,0.25,0.25,0.25",27,0.07,0.04,"Sitelinks, AI Overview, Video, Video carousel, People also ask, Related searches"
virgo scorpio love,Informational,38,90,"0.81,1.00,0.81,0.81,0.81,0.45,0.81,0.62,0.62,0.62,0.45,0.81",29,0.00,0.02,"Sitelinks, AI Overview, Video, People also ask, Discussions and forums, Related searches"
virgo taurus and capricorn,Informational,39,90,"0.33,0.33,0.33,0.80,0.42,1.00,1.00,0.00,0.33,0.33,0.52,0.00",22,0.00,0.01,"Sitelinks, AI Overview, Image, Video, Video carousel, People also ask, Related searches"
virgo venus compatibility,Informational,49,90,"0.66,0.66,1.00,0.66,0.80,0.49,0.49,0.49,0.49,0.34,0.34,0.49",25,0.00,0.33,"Sitelinks, AI Overview, Image pack, Video, Video carousel, People also ask, Discussions and forums, Related searches"
virgo woman and capricorn man compatibility percentage,Informational,46,90,"0.63,0.78,0.63,0.50,0.78,1.00,0.63,0.78,0.50,0.35,0.50,0.63",15,0.00,0.01,"Sitelinks, AI Overview, Reviews, Video, Video carousel, People also ask, Discussions and forums, Related searches"
virgo woman capricorn man sexually,Informational,35,90,"1.00,1.00,0.79,0.65,1.00,0.35,0.35,0.28,0.28,0.28,0.21,0.35",18,0.00,0.01,"Sitelinks, AI Overview, Video, Video carousel, People also ask, Related searches"
virgo woman in bed with capricorn man,Informational,34,90,"1.00,1.00,0.65,0.49,0.79,0.49,0.35,0.28,0.28,0.28,0.21,0.35",21,0.00,0.02,"Sitelinks, AI Overview, Video, Video carousel, People also ask, Related searches"
virgo woman in bed with scorpio man,Informational,39,90,"1.00,1.00,0.64,0.64,0.64,0.50,0.50,0.50,0.35,0.35,0.50,0.79",17,0.00,0.02,"Sitelinks, AI Overview, Reviews, Video, Video carousel, People also ask, Related searches"
virgo woman scorpio man sexually,Informational,37,90,"0.81,1.00,1.00,1.00,0.53,0.17,0.17,0.11,0.11,0.11,0.17,0.11",21,0.00,0.33,"Sitelinks, AI Overview, Video, People also ask, Related searches"
virgo woman's best match,"Informational, Commercial",44,90,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00",14,0.02,0.03,"Sitelinks, AI Overview, Reviews, Video, Short videos, People also ask, Related searches"
virgo x scorpio,Informational,40,90,"0.82,0.61,0.82,0.82,1.00,1.00,0.61,0.82,0.82,0.61,0.61,0.82",30,0.00,0.33,"Featured snippet, Sitelinks, Video, Video carousel, People also ask, Discussions and forums, Related searches"
virgo y aries son compatibles,Informational,38,90,"0.14,0.04,0.24,0.66,0.81,0.81,0.43,0.53,0.53,0.53,0.53,1.00",14,0.00,0.33,"Sitelinks, AI Overview, Reviews, Video, Video carousel, Short videos, People also ask, Discussions and forums, Related searches"
virgo year of the dragon,Informational,30,90,"0.80,0.34,0.66,0.66,0.66,0.49,0.49,1.00,0.66,0.80,0.49,0.66",17,0.00,0.33,"AI Overview, Video, People also ask, Related searches"
virgos are most compatible with what sign,Informational,44,90,"0.67,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.22,0.17,0.00,0.00",30,0.01,0.03,"Sitelinks, AI Overview, Reviews, Video, Video carousel, People also ask, Related searches"
virgos most compatible,Informational,44,90,"0.50,0.35,1.00,0.50,0.50,0.50,0.78,0.63,0.78,0.78,0.50,0.63",27,0.02,0.02,"Sitelinks, AI Overview, Reviews, Video, Short videos, People also ask, Discussions and forums, Related searches"
want to meet,Informational,32,90,"1.00,0.79,1.00,0.79,1.00,0.79,0.79,1.00,1.00,0.79,1.00,1.00",31,1.56,0.09,"Sitelinks, Reviews, Video, Video carousel, People also ask, Related searches"
wanting a relationship,Informational,41,90,"0.40,0.81,0.53,0.40,1.00,0.40,0.53,0.53,0.28,0.40,0.40,0.40",9,3.16,0.02,"Sitelinks, AI Overview, Video, People also ask, Related searches"
water dragon chinese zodiac personality,Informational,36,90,"0.06,0.06,0.06,0.06,0.06,0.34,0.06,0.43,0.65,1.00,0.21,0.21",11,0.00,0.33,"Sitelinks, AI Overview, Reviews, Image pack, Video, People also ask, Related searches"
water horse chinese zodiac personality,Informational,37,90,"0.06,0.06,0.06,0.06,0.34,0.06,0.06,0.53,0.65,1.00,0.28,0.43",27,0.00,0.33,"Sitelinks, AI Overview, Reviews, Video, People also ask, Related searches"
we had something special,Informational,30,90,"1.00,0.79,0.79,0.49,0.79,0.36,0.28,0.49,0.36,0.49,0.79,0.64",22,0.00,0.33,"Image pack, Video, People also ask, Related searches"
wedding compatibility test,Informational,44,90,"0.00,0.00,0.66,0.51,1.00,1.00,0.14,0.23,0.51,0.43,0.51,0.31",32,0.64,0.15,"Sitelinks, Reviews, Video, Video carousel, People also ask, Discussions and forums, Related searches"
wedding numerology date calculator,Informational,44,90,"1.00,0.80,0.66,0.04,0.00,0.52,0.00,0.09,1.00,0.33,0.66,0.52",28,0.00,0.33,"Sitelinks, AI Overview, Reviews, Video, Related searches"
western and eastern zodiac,Informational,37,90,"0.82,1.00,0.61,0.43,0.82,0.82,0.82,0.82,0.61,0.61,0.61,0.61",30,0.00,0.33,"Sitelinks, AI Overview, Reviews, Video, People also ask, Related searches"
what a healthy relationship,Informational,39,90,"0.23,0.64,0.17,0.17,0.29,0.41,1.00,0.23,1.00,0.82,0.41,0.29",32,0.03,0.06,"Sitelinks, AI Overview, Video, Video carousel, People also ask, Related searches"
what animal is for may,Informational,35,90,"1.00,0.19,0.26,0.34,0.19,0.26,0.19,0.26,0.42,0.34,0.34,0.34",32,0.00,0.33,"AI Overview, Reviews, Image pack, Video, Video carousel, People also ask, Related searches"
what are some qualities of a healthy relationship,Informational,42,90,"0.78,0.14,0.14,0.14,0.78,1.00,0.64,1.00,0.35,0.50,0.78,0.78",31,0.00,0.33,"Sitelinks, AI Overview, Video, People also ask, Discussions and forums, Related searches"
what are taurus women like,Informational,40,90,"1.00,1.00,1.00,0.64,1.00,1.00,1.00,0.64,1.00,0.82,0.82,1.00",20,0.01,0.09,"Sitelinks, AI Overview, Video, Video carousel, People also ask, Related searches"
what are the 3 loves of your life,Informational,30,90,"1.00,1.00,0.82,0.45,0.36,1.00,0.64,1.00,1.00,1.00,0.82,1.00",16,0.00,0.33,"Sitelinks, AI Overview, Video, People also ask, Related searches"
what are the most compatible signs for pisces,Informational,47,90,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.80,0.00,0.00",27,0.02,0.03,"Sitelinks, AI Overview, Reviews, Video, People also ask, Related searches"
what are the most important things in a relationship,Informational,35,90,"0.35,0.65,0.79,0.79,1.00,0.79,0.49,0.49,0.79,0.49,0.65,0.65",21,0.02,0.08,"Sitelinks, AI Overview, Reviews, Video, Video carousel, Short videos, People also ask, Related searches, Questions and answers"
what are the qualities of a healthy relationship,Informational,42,90,"0.66,0.52,0.23,0.33,0.52,0.42,0.19,0.23,0.66,0.42,0.52,1.00",33,0.03,0.02,"Sitelinks, AI Overview, Reviews, Video, Short videos, People also ask, Related searches"
what attracted you to a man,Informational,34,90,"1.00,0.79,0.64,0.64,0.79,0.64,0.79,0.50,0.64,0.50,0.50,0.50",24,0.00,0.33,"Sitelinks, AI Overview, Video, Video carousel, People also ask, Related searches"
what chinese sign is 1952,Informational,29,90,"0.33,0.23,0.23,0.33,0.33,0.42,0.67,1.00,1.00,0.23,0.42,0.42",23,0.00,0.01,"AI Overview, Video, Short videos, People also ask, Related searches"
what chinese zodiac is 1952,Informational,31,90,"0.53,0.28,0.28,0.40,0.40,0.40,0.40,1.00,1.00,1.00,0.53,0.40",22,0.00,0.33,"AI Overview, Video, People also ask, Related searches"
what do people in relationships do,Informational,38,90,"0.53,0.43,0.33,0.33,1.00,0.43,0.43,0.24,0.33,0.24,0.33,0.24",18,0.00,0.33,"Sitelinks, AI Overview, Video, People also ask, Related searches"
what do you value in a relationship,Informational,39,90,"0.64,1.00,0.64,0.79,0.79,0.79,0.49,0.49,0.49,0.49,0.49,0.49",25,0.00,0.04,"Sitelinks, AI Overview, Reviews, Video, People also ask, Related searches"
what does a healthy relationship feel like,Informational,36,90,"0.79,0.65,0.49,0.49,1.00,0.79,0.65,0.49,0.79,0.49,0.65,0.79",26,0.04,0.10,"Sitelinks, AI Overview, Video, Video carousel, People also ask, Discussions and forums, Related searches"
what does a taurus man like in a woman,Informational,45,90,"0.79,0.56,0.44,0.79,0.79,1.00,0.56,0.56,1.00,0.79,1.00,0.79",16,0.02,0.19,"Sitelinks, AI Overview, Video, People also ask, Related searches"
what does compatible,Informational,53,90,"0.64,0.35,0.50,0.50,1.00,1.00,1.00,1.00,0.64,0.50,0.50,0.64",26,0.00,0.33,"Sitelinks, AI Overview, Reviews, Video, Short videos, People also ask, Related searches"
what does it mean to be seeing someone,Informational,44,90,"0.82,0.82,0.64,0.64,0.64,0.82,0.82,1.00,0.64,0.64,0.64,1.00",17,0.00,0.33,"Sitelinks, AI Overview, Reviews, Video, People also ask, Related searches"
what does it mean to be sexually attracted to someone,Informational,42,90,"1.00,0.76,0.62,0.48,0.76,1.00,0.34,0.48,0.48,0.48,0.48,0.76",34,0.00,0.33,"Sitelinks, AI Overview, Video, People also ask, Related searches"
what does scorpio man think of scorpio woman,Informational,41,90,"0.64,0.64,0.64,1.00,0.64,0.29,0.11,0.11,0.11,0.64,0.64,0.64",16,0.00,0.33,"Sitelinks, AI Overview, Video, People also ask, Related searches"
what does the dog mean in the chinese zodiac,Informational,31,90,"0.26,0.19,0.19,0.19,0.15,0.53,0.34,0.42,0.53,1.00,0.26,0.26",34,0.00,0.01,"Sitelinks, AI Overview, Reviews, Image, Video, Short videos, People also ask, Discussions and forums, Related searches"
what is 1976 in chinese zodiac,Informational,31,90,"0.33,0.33,0.33,0.42,0.33,0.33,0.42,0.80,1.00,0.66,0.52,0.33",29,0.00,0.33,"Sitelinks, AI Overview, Reviews, Video, People also ask, Related searches"
what is a gemini's soulmate,Informational,35,90,"1.00,0.83,0.52,0.65,0.39,0.65,0.00,0.65,0.65,0.39,0.52,0.65",15,0.00,0.01,"Sitelinks, AI Overview, Reviews, Video, Video carousel, People also ask, Related searches"
what is a good match for a virgo,Informational,41,90,"0.41,0.65,0.53,0.53,0.65,0.83,0.65,0.65,1.00,0.65,0.83,0.83",30,0.01,0.07,"Sitelinks, AI Overview, Video, Short videos, People also ask, Related searches"
what is a leo in chinese zodiac,Informational,34,90,"0.50,0.50,0.50,0.50,0.35,0.35,0.50,0.63,1.00,1.00,0.78,0.50",25,0.00,0.33,"AI Overview, Reviews, Image pack, Video, People also ask, Related searches"
what is a leo most compatible with,Informational,41,90,"0.82,1.00,0.82,0.82,0.62,0.82,1.00,0.82,1.00,1.00,1.00,0.82",21,0.00,0.02,"Sitelinks, AI Overview, Reviews, Video, Short videos, People also ask, Related searches"
what is a libra's best match,Commercial,38,90,"1.00,0.50,0.35,0.63,0.63,1.00,0.00,1.00,0.78,0.50,0.63,0.00",34,0.00,0.03,"Sitelinks, AI Overview, Reviews, Video, Short videos, People also ask"
what is a libra's soulmate,Informational,44,90,"0.18,0.54,0.64,0.64,1.00,0.64,0.04,0.64,0.64,0.39,0.54,0.00",16,0.00,0.33,"Sitelinks, AI Overview, Reviews, Video, Video carousel, People also ask, Related searches"
what is a positive relationship,Informational,39,90,"0.64,0.28,0.35,0.50,0.64,1.00,0.64,0.50,0.64,0.50,0.50,0.64",33,0.00,0.33,"AI Overview, Reviews, Video, Video carousel, People also ask, Related searches"
what is a scorpio soulmate,Informational,37,90,"1.00,1.00,1.00,0.64,0.82,1.00,0.82,1.00,1.00,0.82,0.64,0.64",20,0.00,0.01,"Sitelinks, AI Overview, Reviews, Video, Video carousel, Short videos, People also ask, Related searches"
what is a scorpio's soulmate,Informational,34,90,"1.00,1.00,1.00,0.61,0.61,1.00,0.06,1.00,1.00,0.61,0.61,0.61",21,0.00,0.01,"Sitelinks, AI Overview, Reviews, Video, Video carousel, Short videos, People also ask, Related searches"
what is a tein flame,Informational,30,90,"0.00,0.65,1.00,0.00,0.65,0.81,0.81,0.53,0.05,0.53,0.53,0.65",22,0.02,0.13,"Sitelinks, AI Overview, Image pack, Video, People also ask, Discussions and forums, Related searches"
what is a twin flame journey,Informational,34,90,"0.81,1.00,1.00,1.00,0.81,0.81,1.00,1.00,0.81,0.62,0.81,0.81",16,0.02,0.12,"Sitelinks, AI Overview, Video, Video carousel, People also ask, Related searches"
what is a virgo animal sign,Informational,29,90,"0.50,0.50,1.00,1.00,0.50,0.50,0.50,0.50,0.50,0.50,1.00,0.50",29,0.00,0.33,"Sitelinks, AI Overview, Image pack, Video, People also ask, Related searches"
what is attractions,Informational,34,90,"0.64,0.29,0.29,0.41,0.64,1.00,0.82,1.00,0.52,0.29,0.41,1.00",30,0.00,0.33,"Sitelinks, AI Overview, Reviews, Video, Video carousel, People also ask, Related searches"
what is cancers soulmate,"Informational, Commercial",44,90,"0.15,0.25,0.30,0.25,0.30,0.15,0.15,0.15,1.00,0.25,0.25,0.40",27,0.00,0.33,"Sitelinks, AI Overview, Image pack, People also ask, Related searches"
what is capricorn compatible with,Informational,45,90,"0.80,0.50,0.25,0.00,0.00,0.00,0.00,1.00,0.15,0.50,0.65,0.15",27,0.02,0.03,"Sitelinks, AI Overview, Video, Short videos, People also ask, Discussions and forums, Related searches"
what is compatible with scorpio,Informational,48,90,"0.66,0.49,0.34,0.49,0.34,0.49,0.49,0.49,1.00,0.80,0.80,0.66",34,0.02,0.04,"Sitelinks, AI Overview, Reviews, Video, Video carousel, Short videos, People also ask, Related searches"
what is dating vs relationship,Informational,44,90,"0.64,0.64,0.78,0.78,1.00,1.00,0.50,0.28,0.35,0.78,0.50,0.64",14,0.03,0.17,"Sitelinks, AI Overview, Image pack, Video, People also ask, Related searches"
what is gemini's soulmate,Informational,35,90,"1.00,0.80,0.80,0.66,0.49,0.66,0.00,0.66,0.80,0.49,0.80,0.80",15,0.00,0.33,"Sitelinks, AI Overview, Reviews, Video, Video carousel, People also ask, Related searches"
what is jathakam,Informational,31,90,"0.18,0.18,0.18,1.00,1.00,1.00,1.00,0.18,1.00,0.63,0.81,1.00",28,0.00,0.33,"AI Overview, Reviews, Video, People also ask, Related searches"
what is july 19th zodiac sign,Informational,35,90,"0.40,0.64,1.00,0.40,0.28,0.64,0.81,0.64,0.81,0.53,0.64,0.81",21,0.00,0.00,"AI Overview, Video, Short videos, People also ask, Related searches"
what is june 10 zodiac sign,Informational,33,90,"0.79,1.00,0.79,0.50,0.50,0.50,0.64,0.79,0.79,0.64,0.79,0.64",31,0.00,0.33,"AI Overview, Video, Short videos, People also ask, Related searches"
what is leo most compatible with,Informational,43,90,"1.00,1.00,1.00,0.18,0.82,1.00,1.00,1.00,1.00,1.00,0.36,1.00",29,0.03,0.03,"Sitelinks, AI Overview, Reviews, Video, Video carousel, Short videos, People also ask, Related searches"
what is life path 3,Informational,35,90,"0.64,0.23,0.17,0.64,0.64,0.82,0.64,0.52,0.82,1.00,0.64,0.64",31,0.02,0.05,"Sitelinks, AI Overview, Reviews, Video, People also ask, Related searches"
what is most compatible with leo,Informational,44,90,"0.82,1.00,1.00,0.18,0.61,0.82,1.00,1.00,1.00,1.00,0.36,1.00",28,0.03,0.03,"Sitelinks, AI Overview, Video, Video carousel, Short videos, People also ask, Related searches"
what is most compatible with virgo,Informational,44,90,"0.11,0.14,0.25,0.25,0.14,0.33,0.17,0.33,1.00,0.25,0.33,1.00",29,0.02,0.07,"Sitelinks, AI Overview, Image pack, Video, Short videos, People also ask, Related searches"
what is my birthday animal,Informational,31,90,"1.00,0.64,0.64,0.82,0.64,1.00,0.64,0.64,0.82,0.82,1.00,0.82",32,0.00,0.01,"Sitelinks, AI Overview, Image pack, Video, Video carousel, People also ask, Related searches"
what is my enemy year numerology,Informational,36,90,"0.06,0.10,0.14,0.06,0.14,0.14,0.04,0.04,1.00,0.35,0.22,0.14",22,0.75,0.05,"Sitelinks, AI Overview, Reviews, Video, Short videos, People also ask, Related searches"
what is no chemistry,Informational,31,90,"1.00,0.00,0.00,0.00,0.50,1.00,1.00,0.50,1.00,0.50,0.50,0.50",11,0.00,0.00,"Sitelinks, AI Overview, Video, Video carousel, People also ask, Related searches"
what is obsession in love,Informational,38,90,"0.81,0.45,0.62,0.81,0.62,0.81,1.00,1.00,0.62,0.62,0.62,0.62",28,0.04,0.05,"Sitelinks, AI Overview, Video, People also ask, Related searches"
what is october 19th zodiac sign,Informational,36,90,"0.54,0.64,0.54,0.54,0.54,1.00,0.64,0.64,0.54,0.29,0.39,0.39",28,0.00,0.33,"AI Overview, Reviews, Video, Short videos, People also ask, Related searches"
what is october 25 zodiac sign,Informational,36,90,"0.33,0.33,0.33,0.33,0.33,1.00,0.52,0.42,0.33,0.00,0.00,0.04",27,0.00,0.00,"Sitelinks, AI Overview, Video, Short videos, People also ask, Related searches"
what is partnership relationship,Informational,43,90,"0.64,0.50,0.50,0.35,0.64,0.50,0.64,0.64,1.00,0.79,0.64,0.50",22,0.00,0.33,"Sitelinks, AI Overview, Video, Video carousel, People also ask, Related searches"
what is scorpio most compatible with,Informational,41,90,"1.00,0.83,1.00,0.61,0.44,1.00,0.83,1.00,1.00,0.61,0.61,0.83",32,0.01,0.03,"Sitelinks, AI Overview, Reviews, Video, Video carousel, Short videos, People also ask, Related searches"
what is second love theory,Informational,38,90,"0.63,1.00,0.25,0.25,0.19,0.25,0.19,0.19,0.19,0.25,0.31,0.19",20,0.00,0.33,"Sitelinks, AI Overview, Video, People also ask, Discussions and forums, Related searches"
what is sensual attraction,Informational,40,90,"0.50,0.79,1.00,0.64,0.79,0.64,0.79,0.79,0.64,0.50,0.64,0.64",12,0.00,0.33,"Sitelinks, AI Overview, Image pack, Video, Video carousel, People also ask, Related searches"
what is taurus best love match,Commercial,38,90,"1.00,0.81,0.45,0.81,0.45,1.00,0.81,0.64,0.81,0.64,1.00,0.81",31,0.02,0.03,"Sitelinks, AI Overview, Video, People also ask"
what is the best match for libra,Commercial,38,90,"0.78,0.64,0.64,0.78,0.50,1.00,0.64,1.00,0.64,0.35,0.50,0.50",32,0.00,0.03,"Sitelinks, AI Overview, Video, Short videos, People also ask, Related searches"
what is the best match for taurus,"Informational, Commercial",39,90,"0.62,0.62,0.62,1.00,0.81,1.00,0.81,0.62,0.81,0.62,1.00,1.00",16,0.02,0.03,"Sitelinks, AI Overview, Video, Video carousel, People also ask, Discussions and forums, Related searches"
what is the best sign for a cancer,Commercial,32,90,"0.50,0.64,1.00,0.64,0.50,0.64,0.64,0.50,0.50,0.50,0.50,0.50",31,0.02,0.06,"Sitelinks, AI Overview, Video, People also ask, Discussions and forums, Related searches"
what is the best zodiac sign for scorpio,"Informational, Commercial",35,90,"0.40,0.28,0.53,0.53,0.40,0.64,0.64,0.81,1.00,0.64,0.64,0.64",28,0.01,0.06,"Sitelinks, AI Overview, Video, Short videos, People also ask, Related searches"
what is the chinese zodiac for 1952,Informational,31,90,"0.40,0.40,0.40,0.40,0.40,0.40,0.65,1.00,0.65,0.81,0.40,0.40",25,0.00,0.33,"AI Overview, Video, People also ask, Related searches"
what is the chinese zodiac for 1954,Informational,32,90,"0.32,0.23,0.23,0.32,0.32,0.32,0.43,0.66,0.82,1.00,0.52,0.32",27,0.00,0.00,"AI Overview, Video, Video carousel, Short videos, People also ask, Related searches"
what is the difference between obsession and love,Informational,35,90,"0.64,0.50,0.28,0.64,0.21,0.78,1.00,0.64,1.00,0.50,0.35,0.64",17,0.03,0.07,"Sitelinks, AI Overview, Video, Video carousel, People also ask, Related searches"
what is the ideal relationship,Informational,37,90,"0.41,0.29,0.11,0.11,1.00,0.64,0.11,0.11,0.64,0.64,0.64,0.64",19,0.00,0.02,"Sitelinks, AI Overview, Video, Video carousel, People also ask, Related searches"
what is the meaning of compatible,Informational,50,90,"0.79,0.49,0.36,0.64,0.79,1.00,0.79,0.49,0.64,0.64,0.79,0.49",32,0.00,0.33,"AI Overview, Video, Short videos, People also ask, Related searches"
what is the most compatible sign for leo,Informational,41,90,"0.42,0.33,0.51,0.23,0.42,0.19,0.23,0.23,0.33,1.00,0.81,0.51",24,0.02,0.05,"Sitelinks, AI Overview, Video, Short videos, People also ask, Related searches"
what is the oldest zodiac sign,Informational,31,90,"1.00,0.64,0.82,0.82,0.64,0.64,1.00,1.00,1.00,1.00,0.82,0.82",19,0.00,0.33,"Sitelinks, AI Overview, Reviews, Image pack, Video, People also ask, Related searches"
what is the perfect match for a capricorn,Informational,41,90,"0.78,0.78,0.35,1.00,0.50,0.50,0.78,0.50,0.50,0.50,0.50,0.63",30,0.15,0.03,"Sitelinks, AI Overview, Video, People also ask, Related searches"
what is the perfect match for a scorpio,Informational,41,90,"1.00,0.52,0.41,0.64,0.41,0.41,0.52,0.41,0.41,0.52,0.64,0.64",24,0.02,0.07,"Sitelinks, AI Overview, Video, Short videos, People also ask, Related searches"
what is the point of relationships,Informational,37,90,"0.83,0.65,0.53,0.53,0.53,1.00,0.53,0.83,0.41,0.29,0.41,0.41",22,0.00,0.33,"Sitelinks, AI Overview, Video, Short videos, People also ask, Related searches"
