Keyword,Position,Previous position,Search Volume,Keyword Difficulty,CPC,URL,Traffic,Traffic (%),Traffic Cost,Competition,Number of Results,Trends,Timestamp,SERP Features by Keyword,Keyword Intents,Position Type
黒子 の バスケ 診断,26,26,110,11,0.00,https://character-seikaku.memo.wiki/d/%B9%F5%BB%D2%A4%CE%A5%D0%A5%B9%A5%B1%28%A5%A8%A5%CB%A5%A2%A5%B0%A5%E9%A5%E0%29,0,0,0.00,0.33,107,"100, 65, 65, 65, 53, 65, 65, 65, 41, 29, 53, 65",2026-08-15,"Sitelinks, Video, People also ask, Related searches",commercial,Organic
サザエ 苗字,44,44,210,32,0.00,https://character-seikaku.memo.wiki/d/%A5%B5%A5%B6%A5%A8%A4%B5%A4%F3,0,0,0.00,0.33,105,"100, 100, 100, 100, 100, 100, 81, 81, 81, 100, 100, 81",2026-07-27,"Image pack, Sitelinks, Video, People also ask, Related searches, AI overview",informational,Organic
デュラララ キャラ,43,43,2400,33,0.00,https://character-seikaku.memo.wiki/d/%A5%C7%A5%E5%A5%E9%A5%E9%A5%E9%21%21,0,0,0.00,0.33,149,"43, 43, 100, 55, 43, 36, 43, 55, 55, 66, 55, 55",2026-07-07,"Image pack, Sitelinks, Video, Image, People also ask, Related searches",informational,Organic
バッカーノ フィーロ,48,48,110,30,0.00,https://character-seikaku.memo.wiki/d/%A5%D0%A5%C3%A5%AB%A1%BC%A5%CE%21,0,0,0.00,0.33,107,"65, 53, 65, 41, 53, 41, 100, 65, 65, 65, 53, 82",2026-07-15,"Image pack, Video, People also ask, Related searches",informational,Organic
ゲベ で んじゃ ら すじ ー さん,28,28,210,17,0.00,https://character-seikaku.memo.wiki/d/%A4%C7%A4%F3%A4%C2%A4%E3%A4%E9%A4%B9%A4%B8%A1%BC%A4%B5%A4%F3,0,0,0.00,0.33,127,"82, 67, 54, 54, 100, 44, 36, 28, 54, 44, 23, 44",2026-07-14,"Image pack, Sitelinks, Video, Image, Video Carousel, People also ask, Related searches",informational,Organic
折 部 やす な 精神病,38,38,140,20,0.00,https://character-seikaku.memo.wiki/d/%A5%AD%A5%EB%A5%DF%A1%BC%A5%D9%A5%A4%A5%D9%A1%BC,0,0,0.00,0.33,101,"65, 100, 100, 82, 65, 53, 65, 65, 82, 65, 100, 82",2026-08-05,"Image pack, Sitelinks, Image, Related searches",informational,Organic
トモコレ 新 生活 性格 相性,34,34,140,26,0.00,https://character-seikaku.memo.wiki/d/%A5%C8%A5%E2%A5%C0%A5%C1%A5%B3%A5%EC%A5%AF%A5%B7%A5%E7%A5%F3,0,0,0.00,0.33,107,"23, 18, 36, 36, 18, 10, 5, 18, 23, 100, 100, 54",2026-06-24,"Sitelinks, Video, People also ask, Related searches",informational,Organic
空 木 言 子,51,51,1600,30,0.00,https://character-seikaku.memo.wiki/d/%C0%E4%C2%D0%C0%E4%CB%BE%BE%AF%BD%F7%20%A5%C0%A5%F3%A5%AC%A5%F3%A5%ED%A5%F3%A5%D1%20Another%20Episode,0,0,0.00,0.33,122,"67, 54, 54, 100, 54, 42, 54, 100, 100, 79, 67, 79",2026-07-06,"Image pack, Video, Image, Video Carousel, People also ask, Related searches",informational,Organic
ハンター ハンター 念 能力 性格 診断,44,44,140,14,0.00,https://character-seikaku.memo.wiki/d/HUNTER%A1%DFHUNTER,0,0,0.00,0.33,107,"42, 42, 42, 42, 42, 42, 35, 42, 42, 42, 81, 100",2026-08-10,"Image pack, Sitelinks, Reviews, Video, Image, People also ask, Related searches",informational,Organic
カゲプロ メンバー,44,44,50,10,0.00,https://character-seikaku.memo.wiki/d/%A5%AB%A5%B2%A5%ED%A5%A6%A5%D7%A5%ED%A5%B8%A5%A7%A5%AF%A5%C8,0,0,0.00,0.33,124,"100, 5, 100, 5, 24, 5, 10, 14, 5, 5, 5, 5",2026-07-07,"Image pack, Sitelinks, Video, Image, People also ask, Related searches",informational,Organic
提唱 者,78,0,90500,25,0.28,https://character-seikaku.memo.wiki/d/INFJ%A1%CA%A5%AB%A5%A6%A5%F3%A5%BB%A5%E9%A1%BC%A1%CB%A4%CE%A5%AD%A5%E3%A5%E9,0,0,0.00,0.33,135,"100, 100, 100, 100, 82, 82, 67, 67, 82, 100, 100, 82",2026-08-17,"Image pack, Sitelinks, Video, People also ask, Related searches, AI overview",informational,Organic
bleach mbti,38,38,480,12,0.00,https://character-seikaku.memo.wiki/d/BLEACH%28%A5%A8%A5%CB%A5%A2%A5%B0%A5%E9%A5%E0%29,0,0,0.00,0.33,106,"67, 54, 54, 44, 54, 54, 100, 44, 54, 82, 67, 54",2026-08-07,"Image pack, Video, Image, People also ask, Related searches",informational,Organic
ムーミン 性格,45,45,260,32,0.00,https://character-seikaku.memo.wiki/d/%A5%E0%A1%BC%A5%DF%A5%F3%A5%B7%A5%EA%A1%BC%A5%BA,0,0,0.00,0.33,106,"81, 81, 100, 100, 100, 100, 81, 66, 81, 100, 100, 81",2026-08-06,"Video, Image, People also ask, Related searches, AI overview",informational,Organic
デュラララ 強 さ,50,50,90,22,0.00,https://character-seikaku.memo.wiki/d/%A5%C7%A5%E5%A5%E9%A5%E9%A5%E9%21%21,0,0,0.00,0.33,108,"1, 100, 5, 1, 1, 1, 2, 1, 5, 1, 5, 1",2026-08-18,"Sitelinks, Reviews, Video, People also ask, Related searches",informational,Organic
宇宙 より も 遠い 場所 キャラ,50,50,170,37,0.00,https://character-seikaku.memo.wiki/d/%B1%A7%C3%E8%A4%E8%A4%EA%A4%E2%B1%F3%A4%A4%BE%EC%BD%EA,0,0,0.00,0.33,162,"65, 81, 65, 81, 65, 65, 54, 65, 65, 65, 100, 81",2026-07-05,"Knowledge panel, Image pack, Sitelinks, Video, Image, Video Carousel, People also ask, Related searches",informational,Organic
16 性格 診断 キャラ,20,20,590,14,0.00,https://character-seikaku.memo.wiki/,0,0,0.00,0.33,148,"82, 100, 100, 82, 67, 82, 82, 67, 82, 67, 54, 67",2026-08-11,"Image pack, Video, People also ask, Related searches",informational,Organic
16 性格 診断 キャラ,49,49,590,14,0.00,https://character-seikaku.memo.wiki/d/%BA%EE%C9%CA%B0%EC%CD%F7,0,0,0.00,0.33,148,"82, 100, 100, 82, 67, 82, 82, 67, 82, 67, 54, 67",2026-08-11,"Image pack, Video, People also ask, Related searches",informational,Organic
16 性格 診断 キャラ,85,85,590,14,0.00,https://character-seikaku.memo.wiki/d/%BC%E7%BF%CD%B8%F8%A5%AD%A5%E3%A5%E9%B0%EC%CD%F7,0,0,0.00,0.33,148,"82, 100, 100, 82, 67, 82, 82, 67, 82, 67, 54, 67",2026-08-11,"Image pack, Video, People also ask, Related searches",informational,Organic
16 性格 診断 キャラ,93,93,590,14,0.00,https://character-seikaku.memo.wiki/d/16%A5%BF%A5%A4%A5%D7%B0%EC%CD%F7%C9%BD%A4%DE%A4%C8%A4%E1,0,0,0.00,0.33,148,"82, 100, 100, 82, 67, 82, 82, 67, 82, 67, 54, 67",2026-08-11,"Image pack, Video, People also ask, Related searches",informational,Organic
ワンピース 血液 型,48,48,720,23,0.00,https://character-seikaku.memo.wiki/d/%A5%EF%A5%F3%A5%D4%A1%BC%A5%B9,0,0,0.00,0.33,169,"100, 100, 82, 82, 67, 82, 82, 67, 67, 67, 82, 82",2026-08-08,"Image pack, Sitelinks, Video, Image, People also ask, Related searches",informational,Organic
人間 の クズ カイジ,34,34,90,29,0.00,https://character-seikaku.memo.wiki/d/%C5%D2%C7%EE%CC%DB%BC%A8%CF%BF%A5%AB%A5%A4%A5%B8,0,0,0.00,0.33,107,"3, 3, 66, 100, 3, 81, 3, 3, 3, 3, 28, 3",2026-07-15,"Sitelinks, Reviews, People also ask, AI overview",informational,Organic
カオス ヘッド 七海,44,44,50,27,0.00,https://character-seikaku.memo.wiki/d/CHAOS%3BHEAD,0,0,0.00,0.33,153,"29, 100, 6, 6, 18, 29, 82, 12, 6, 6, 29, 6",2026-07-31,"Knowledge panel, Image pack, Video, Image, People also ask, Related searches","informational, transactional",Organic
サザエ さん ss,36,36,320,14,0.00,https://character-seikaku.memo.wiki/d/%A5%B5%A5%B6%A5%A8%A4%B5%A4%F3,0,0,0.00,0.33,108,"100, 82, 100, 67, 82, 67, 54, 100, 82, 54, 54, 54",2026-07-19,"Image pack, Video, Related searches",informational,Organic
マギ ピスティ,31,31,210,27,0.00,https://character-seikaku.memo.wiki/d/%A5%DE%A5%AE,0,0,0.00,0.33,171,"44, 44, 44, 44, 36, 54, 67, 54, 67, 54, 44, 100",2026-08-09,"Image pack, Video, Image, People also ask",informational,Organic
バンドリ 診断,16,16,90,11,0.00,https://character-seikaku.memo.wiki/d/BanG_Dream%21%A5%AC%A1%BC%A5%EB%A5%BA%A5%D0%A5%F3%A5%C9%A5%D1%A1%BC%A5%C6%A5%A3%A1%BC%21,0,0,0.00,0.33,107,"50, 36, 29, 36, 79, 79, 79, 64, 64, 50, 100, 64",2026-07-10,"Video, Image, Related searches",informational,Organic
バンドリ 診断,55,55,90,11,0.00,https://character-seikaku.memo.wiki/d/BanG_Dream%21%A5%AC%A1%BC%A5%EB%A5%BA%A5%D0%A5%F3%A5%C9%A5%D1%A1%BC%A5%C6%A5%A3%A1%BC%21%28%A5%A8%A5%CB%A5%A2%A5%B0%A5%E9%A5%E0%29,0,0,0.00,0.33,107,"50, 36, 29, 36, 79, 79, 79, 64, 64, 50, 100, 64",2026-07-10,"Video, Image, Related searches",informational,Organic
エヴァ mbti,38,38,590,32,0.00,https://character-seikaku.memo.wiki/d/%BF%B7%C0%A4%B5%AA%A5%A8%A5%F4%A5%A1%A5%F3%A5%B2%A5%EA%A5%AA%A5%F3%28%A5%A8%A5%CB%A5%A2%A5%B0%A5%E9%A5%E0%29,0,0,0.00,0.33,104,"67, 67, 67, 100, 82, 67, 82, 100, 100, 54, 67, 44",2026-08-01,"Image pack, Sitelinks, Video, People also ask, Related searches",informational,Organic
エヴァ mbti,71,71,590,32,0.00,https://character-seikaku.memo.wiki/d/%A5%AD%A5%E3%A5%E9%A5%AF%A5%BF%A1%BC%B0%EC%CD%F7%28MBTI%29,0,0,0.00,0.33,104,"67, 67, 67, 100, 82, 67, 82, 100, 100, 54, 67, 44",2026-08-01,"Image pack, Sitelinks, Video, People also ask, Related searches",informational,Organic
エヴァ mbti,77,77,590,32,0.00,https://character-seikaku.memo.wiki/d/%CA%E7%BD%B8%A5%DA%A1%BC%A5%B8%A1%CA%BF%C7%C3%C7%A1%CB,0,0,0.00,0.33,104,"67, 67, 67, 100, 82, 67, 82, 100, 100, 54, 67, 44",2026-08-01,"Image pack, Sitelinks, Video, People also ask, Related searches",informational,Organic
今日 から 俺 は 漫画 キャラ,47,47,110,23,0.00,https://character-seikaku.memo.wiki/d/%BA%A3%C6%FC%A4%AB%A4%E9%B2%B6%A4%CF,0,0,0.00,0.33,135,"33, 67, 52, 52, 81, 43, 33, 43, 81, 43, 81, 100",2026-08-17,"Image pack, Sitelinks, Video, Image, People also ask, Related searches",informational,Organic
あっち こっち つみき,72,72,170,26,0.00,https://character-seikaku.memo.wiki/d/%A4%A2%A4%C3%A4%C1%A4%B3%A4%C3%A4%C1,0,0,0.00,0.33,173,"81, 100, 67, 67, 81, 67, 81, 81, 100, 81, 100, 81",2026-08-13,"Image pack, Video, Image, People also ask, Related searches",informational,Organic
めだか ボックス キャラ 一覧,29,29,170,39,0.00,https://character-seikaku.memo.wiki/d/%A4%E1%A4%C0%A4%AB%A5%DC%A5%C3%A5%AF%A5%B9%28%A5%A8%A5%CB%A5%A2%A5%B0%A5%E9%A5%E0%29,0,0,0.00,0.33,167,"81, 67, 67, 67, 67, 81, 100, 100, 81, 100, 81, 81",2026-06-29,"Image pack, Video, Image, People also ask, Related searches",informational,Organic
めだか ボックス キャラ 一覧,52,52,170,39,0.00,https://character-seikaku.memo.wiki/d/%A4%E1%A4%C0%A4%AB%A5%DC%A5%C3%A5%AF%A5%B9,0,0,0.00,0.33,167,"81, 67, 67, 67, 67, 81, 100, 100, 81, 100, 81, 81",2026-06-29,"Image pack, Video, Image, People also ask, Related searches",informational,Organic
ドリーミング キャラ,36,36,90,27,0.00,https://character-seikaku.memo.wiki/d/DREAM%21ing,0,0,0.00,0.33,127,"82, 100, 41, 53, 41, 41, 65, 41, 65, 53, 53, 53",2026-08-06,"Image pack, Video, Image, People also ask, Related searches",informational,Organic
entj キャラ,39,39,1600,20,0.00,https://character-seikaku.memo.wiki/d/INTJ-ENTJ,0,0,0.00,0.33,162,"100, 100, 100, 100, 84, 84, 84, 84, 84, 84, 84, 100",2026-07-08,"Image pack, Video, People also ask, Related searches",informational,Organic
entj キャラ,78,78,1600,20,0.00,https://character-seikaku.memo.wiki/d/INTP-ENTJ,0,0,0.00,0.33,162,"100, 100, 100, 100, 84, 84, 84, 84, 84, 84, 84, 100",2026-07-08,"Image pack, Video, People also ask, Related searches",informational,Organic
entj キャラ,82,82,1600,20,0.00,https://character-seikaku.memo.wiki/d/INTP-ENTJ,0,0,0.00,0.33,162,"100, 100, 100, 100, 84, 84, 84, 84, 84, 84, 84, 100",2026-07-08,"Image pack, Video, People also ask, Related searches",informational,Organic
ダンガン ロンパ v3 好 感度,30,30,110,10,0.00,https://character-seikaku.memo.wiki/d/%A5%CB%A5%E5%A1%BC%A5%C0%A5%F3%A5%AC%A5%F3%A5%ED%A5%F3%A5%D1V3%20%A4%DF%A4%F3%A4%CA%A4%CE%A5%B3%A5%ED%A5%B7%A5%A2%A5%A4%BF%B7%B3%D8%B4%FC,0,0,0.00,0.33,100,"33, 24, 52, 24, 19, 33, 100, 81, 81, 67, 81, 67",2026-08-10,"Sitelinks, Video, People also ask, Related searches",informational,Organic
津崎 平 匡,70,70,590,19,0.00,https://character-seikaku.memo.wiki/d/%C6%A8%A4%B2%A4%EB%A4%CF%C3%D1%A4%C0%A4%AC%CC%F2%A4%CB%CE%A9%A4%C4,0,0,0.00,0.33,134,"59, 48, 59, 48, 48, 59, 100, 100, 48, 59, 59, 59",2026-06-29,"Image pack, Video, Image, Video Carousel, People also ask, Related searches, AI overview",informational,Organic
テイルズオブアライズ 主人公,54,54,50,30,0.00,https://character-seikaku.memo.wiki/d/%A5%C6%A5%A4%A5%EB%A5%BA%20%A5%AA%A5%D6%20%A5%A2%A5%E9%A5%A4%A5%BA,0,0,0.00,0,193,"0, 15, 35, 100, 27, 27, 27, 0, 8, 8, 0, 19",2026-08-14,"Reviews, Video, People also ask, Related searches, AI overview",informational,Organic
ひとり じ め マイ ヒーロー 相関 図,50,50,260,15,0.00,https://character-seikaku.memo.wiki/d/%A4%D2%A4%C8%A4%EA%A4%B8%A4%E1%A5%DE%A5%A4%A5%D2%A1%BC%A5%ED%A1%BC,0,0,0.00,0.33,127,"67, 67, 100, 100, 54, 54, 54, 35, 35, 81, 35, 29",2026-07-18,"Image pack, Sitelinks, Video, Image, People also ask, Related searches",informational,Organic
ランピー アドベンチャー タイム,41,41,590,34,0.00,https://character-seikaku.memo.wiki/d/%A5%A2%A5%C9%A5%D9%A5%F3%A5%C1%A5%E3%A1%BC%A1%A6%A5%BF%A5%A4%A5%E0,0,0,0.00,0.01,163,"67, 100, 67, 55, 55, 44, 44, 55, 55, 67, 55, 67",2026-06-27,"Knowledge panel, Image pack, Video, Video Carousel, People also ask, Related searches","informational, transactional",Organic
istp istj 違い,52,52,210,30,0.00,https://character-seikaku.memo.wiki/d/ISTP-INTJ,0,0,0.00,0.33,102,"81, 81, 81, 65, 81, 100, 65, 65, 65, 65, 81, 65",2026-08-17,"Sitelinks, People also ask, Related searches, AI overview",informational,Organic
istp istj 違い,62,62,210,30,0.00,https://character-seikaku.memo.wiki/d/ISTP-ENTJ,0,0,0.00,0.33,102,"81, 81, 81, 65, 81, 100, 65, 65, 65, 65, 81, 65",2026-08-17,"Sitelinks, People also ask, Related searches, AI overview",informational,Organic
istp 芸能人,37,37,1600,18,0.00,https://character-seikaku.memo.wiki/d/ISTP%A1%CA%B5%BB%C7%BD%BC%D4%A1%CB%A4%CE%A5%AD%A5%E3%A5%E9,0,0,0.00,0.33,126,"100, 79, 100, 79, 67, 67, 54, 54, 54, 54, 67, 67",2026-07-07,"Image pack, Sitelinks, Video, People also ask, Related searches, AI overview",informational,Organic
intj 主人公,21,21,90,12,0.00,https://character-seikaku.memo.wiki/d/INTJ-ENFJ,0,0,0.00,0.33,119,"79, 100, 79, 79, 64, 64, 64, 64, 64, 79, 64, 50",2026-07-20,"Image pack, Sitelinks, Video, People also ask, Related searches, AI overview",informational,Organic
intj 主人公,52,52,90,12,0.00,https://character-seikaku.memo.wiki/d/INTJ%A1%CA%CE%A9%B0%C6%BC%D4%A1%CB%A4%CE%A5%AD%A5%E3%A5%E9,0,0,0.00,0.33,119,"79, 100, 79, 79, 64, 64, 64, 64, 64, 79, 64, 50",2026-07-20,"Image pack, Sitelinks, Video, People also ask, Related searches, AI overview",informational,Organic
あなた っ ぽい アニメ キャラ 診断,69,69,2900,10,0.00,https://character-seikaku.memo.wiki/,0,0,0.00,0.33,117,"82, 82, 100, 100, 66, 55, 66, 55, 43, 55, 43, 43",2026-07-08,"Image pack, Video, People also ask, Related searches",informational,Organic
ティガー 性格,35,35,110,25,0.00,https://character-seikaku.memo.wiki/d/%A4%AF%A4%DE%A4%CE%A5%D7%A1%BC%A4%B5%A4%F3,0,0,0.00,0.33,93,"79, 79, 79, 100, 100, 79, 100, 79, 79, 79, 100, 79",2026-07-29,"Video, Image, People also ask, Related searches, AI overview",informational,Organic
ときめき メモリアル 4 キャラクター,44,44,260,28,0.00,https://character-seikaku.memo.wiki/d/%A4%C8%A4%AD%A4%E1%A4%AD%A5%E1%A5%E2%A5%EA%A5%A2%A5%EB%20Girl%27s%20Side%204th%20Heart,0,0,0.00,0.33,172,"100, 67, 67, 54, 44, 44, 54, 100, 44, 82, 54, 54",2026-07-11,"Image pack, Video, Image, People also ask, Related searches",informational,Organic
けい おん 憂,61,0,210,36,0.00,https://character-seikaku.memo.wiki/d/%A4%B1%A4%A4%A4%AA%A4%F3%21,0,0,0.00,0.33,133,"24, 66, 29, 19, 19, 24, 24, 19, 29, 44, 100, 54",2026-08-17,"Image pack, Sitelinks, Video, Image, Video Carousel, People also ask, Related searches, AI overview",informational,Organic
桜蘭 高校 ホスト 部 キャラ,51,51,3600,39,0.67,https://character-seikaku.memo.wiki/d/%BA%F9%CD%F6%B9%E2%B9%BB%A5%DB%A5%B9%A5%C8%C9%F4,0,0,0.00,0,157,"82, 100, 100, 67, 67, 55, 55, 55, 36, 29, 36, 36",2026-07-06,"Knowledge panel, Image pack, Sitelinks, Video, Image, People also ask, Related searches",informational,Organic
さよなら を 教え て 駿河屋,37,37,140,23,0.00,https://character-seikaku.memo.wiki/d/%A4%B5%A4%E8%A4%CA%A4%E9%A4%F2%B6%B5%A4%A8%A4%C6%20%A1%C1comment%20te%20dire%20adieu%A1%C1,0,0,0.00,0.33,170,"35, 54, 42, 27, 19, 35, 42, 65, 35, 65, 100, 100",2026-07-17,"Sitelinks, Reviews",navigational,Organic
りゅうおう の お しごと キャラ,47,47,320,11,0.00,https://character-seikaku.memo.wiki/d/%A4%EA%A4%E5%A4%A6%A4%AA%A4%A6%A4%CE%A4%AA%A4%B7%A4%B4%A4%C8%21,0,0,0.00,0.33,200,"100, 100, 82, 67, 54, 67, 67, 54, 54, 67, 82, 100",2026-07-28,"Image pack, Reviews, Video, Related searches",informational,Organic
トリニティ セブン 7 人 の 魔 書 使い,40,40,590,33,0.52,https://character-seikaku.memo.wiki/d/%A5%C8%A5%EA%A5%CB%A5%C6%A5%A3%A5%BB%A5%D6%A5%F3%207%BF%CD%A4%CE%CB%E2%BD%F1%BB%C8%A4%A4,0,0,0.00,0.02,109,"31, 25, 31, 100, 31, 25, 25, 21, 17, 17, 21, 25",2026-07-17,"Knowledge panel, Sitelinks, Reviews, Video, Image, People also ask, Related searches","informational, transactional",Organic
サザエ さん 診断,14,14,110,5,0.00,https://character-seikaku.memo.wiki/d/%A5%B5%A5%B6%A5%A8%A4%B5%A4%F3,0,0,0.00,0.33,536000,"53, 82, 82, 100, 82, 82, 65, 65, 53, 65, 53, 53",2026-06-27,"Image pack, Sitelinks, Image, Related searches",informational,Organic
サザエ さん 診断,25,25,110,5,0.00,https://character-seikaku.memo.wiki/d/%A5%B5%A5%B6%A5%A8%A4%B5%A4%F3%28%A5%A8%A5%CB%A5%A2%A5%B0%A5%E9%A5%E0%20%29,0,0,0.00,0.33,536000,"53, 82, 82, 100, 82, 82, 65, 65, 53, 65, 53, 53",2026-06-27,"Image pack, Sitelinks, Image, Related searches",informational,Organic
刀剣 乱舞 mbti,61,61,880,33,0.00,https://character-seikaku.memo.wiki/d/%A5%B8%A5%E3%A5%F3%A5%EB%CA%CC%BA%EE%C9%CA%B0%EC%CD%F7,0,0,0.00,0.33,103,"62, 100, 62, 45, 55, 62, 62, 55, 55, 55, 45, 37",2026-07-29,"Image pack, Video, People also ask, Related searches",informational,Organic
刀剣 乱舞 mbti,68,68,880,33,0.00,https://character-seikaku.memo.wiki/d/%A4%C9%A4%A6%A4%D6%A4%C4%A4%CE%BF%B9,0,0,0.00,0.33,103,"62, 100, 62, 45, 55, 62, 62, 55, 55, 55, 45, 37",2026-07-29,"Image pack, Video, People also ask, Related searches",informational,Organic
刀剣 乱舞 mbti,71,71,880,33,0.00,https://character-seikaku.memo.wiki/d/%A5%A6%A5%DE%CC%BC%20%A5%D7%A5%EA%A5%C6%A5%A3%A1%BC%A5%C0%A1%BC%A5%D3%A1%BC,0,0,0.00,0.33,103,"62, 100, 62, 45, 55, 62, 62, 55, 55, 55, 45, 37",2026-07-29,"Image pack, Video, People also ask, Related searches",informational,Organic
刀剣 乱舞 mbti,75,75,880,33,0.00,https://character-seikaku.memo.wiki/d/%B5%B4%CC%C7%A4%CE%BF%CF,0,0,0.00,0.33,103,"62, 100, 62, 45, 55, 62, 62, 55, 55, 55, 45, 37",2026-07-29,"Image pack, Video, People also ask, Related searches",informational,Organic
刀剣 乱舞 mbti,79,79,880,33,0.00,https://character-seikaku.memo.wiki/d/%A5%D2%A5%D7%A5%CE%A5%B7%A5%B9%A5%DE%A5%A4%A5%AF-Division%20Rap%20Battle-,0,0,0.00,0.33,103,"62, 100, 62, 45, 55, 62, 62, 55, 55, 55, 45, 37",2026-07-29,"Image pack, Video, People also ask, Related searches",informational,Organic
刀剣 乱舞 mbti,81,81,880,33,0.00,https://character-seikaku.memo.wiki/d/%C0%E9%A4%C8%C0%E9%BF%D2%A4%CE%BF%C0%B1%A3%A4%B7,0,0,0.00,0.33,103,"62, 100, 62, 45, 55, 62, 62, 55, 55, 55, 45, 37",2026-07-29,"Image pack, Video, People also ask, Related searches",informational,Organic
刀剣 乱舞 mbti,84,84,880,33,0.00,https://character-seikaku.memo.wiki/d/%A5%AD%A5%E3%A5%E9%A5%AF%A5%BF%A1%BC%B0%EC%CD%F7%28MBTI%29,0,0,0.00,0.33,103,"62, 100, 62, 45, 55, 62, 62, 55, 55, 55, 45, 37",2026-07-29,"Image pack, Video, People also ask, Related searches",informational,Organic
刀剣 乱舞 mbti,86,86,880,33,0.00,https://character-seikaku.memo.wiki/d/%A4%EB%A4%ED%A4%A6%A4%CB%B7%F5%BF%B4,0,0,0.00,0.33,103,"62, 100, 62, 45, 55, 62, 62, 55, 55, 55, 45, 37",2026-07-29,"Image pack, Video, People also ask, Related searches",informational,Organic
刀剣 乱舞 mbti,88,88,880,33,0.00,https://character-seikaku.memo.wiki/d/%BF%BF%A1%A6%BB%B0%D4%A2%CC%B5%C1%D0%A5%B7%A5%EA%A1%BC%A5%BA,0,0,0.00,0.33,103,"62, 100, 62, 45, 55, 62, 62, 55, 55, 55, 45, 37",2026-07-29,"Image pack, Video, People also ask, Related searches",informational,Organic
刀剣 乱舞 mbti,89,89,880,33,0.00,https://character-seikaku.memo.wiki/d/MenuBar1,0,0,0.00,0.33,103,"62, 100, 62, 45, 55, 62, 62, 55, 55, 55, 45, 37",2026-07-29,"Image pack, Video, People also ask, Related searches",informational,Organic
ブラッド ホス,59,59,110,33,0.00,https://character-seikaku.memo.wiki/d/%A4%A8%A4%D6%A4%EA%A4%C7%A4%A4%A5%DB%A5%B9%A5%C8,0,0,0.00,0.33,15900,"4, 6, 1, 19, 100, 54, 7, 1, 6, 1, 3, 1",2026-08-03,"Knowledge panel, Reviews, Video",informational,Organic
intj 5w4,38,38,170,31,0.00,https://character-seikaku.memo.wiki/d/5w4,0,0,0.00,0.33,109,"100, 65, 81, 65, 65, 81, 81, 100, 54, 54, 54, 65",2026-06-25,"Sitelinks, Video, People also ask, Related searches, AI overview",informational,Organic
estj mbti,43,43,590,17,0.00,https://character-seikaku.memo.wiki/d/ESTJ%A1%CA%B4%C6%C6%C4%BC%D4%A1%CB%A4%CE%A5%AD%A5%E3%A5%E9,0,0,0.00,0.33,132,"67, 67, 67, 67, 55, 100, 67, 67, 67, 67, 82, 67",2026-07-24,"Image pack, Sitelinks, Video, People also ask, Related searches, AI overview",informational,Organic
mbti ワンピース,41,41,1300,19,0.00,https://character-seikaku.memo.wiki/d/%A5%EF%A5%F3%A5%D4%A1%BC%A5%B9%28%A5%A8%A5%CB%A5%A2%A5%B0%A5%E9%A5%E0%29,0,0,0.00,0.33,154,"100, 100, 100, 100, 81, 81, 62, 62, 55, 55, 55, 55",2026-07-08,"Image pack, Sitelinks, Image, Related searches",informational,Organic
カゲプロ キャラ 死因,32,32,140,29,0.00,https://character-seikaku.memo.wiki/d/%A5%AB%A5%B2%A5%ED%A5%A6%A5%D7%A5%ED%A5%B8%A5%A7%A5%AF%A5%C8,0,0,0.00,0.33,105,"67, 81, 100, 67, 43, 43, 52, 33, 52, 67, 43, 67",2026-06-29,"Sitelinks, Video, People also ask, Related searches",informational,Organic
僕 だけ が いない 街 相関 図,39,39,390,21,0.00,https://character-seikaku.memo.wiki/d/%CB%CD%A4%C0%A4%B1%A4%AC%A4%A4%A4%CA%A4%A4%B3%B9,0,0,0.00,0.33,128,"100, 44, 44, 54, 54, 44, 44, 44, 36, 54, 54, 54",2026-07-14,"Image pack, Sitelinks, Reviews, Image, People also ask, Related searches, AI overview",informational,Organic
僕 だけ が いない 街 相関 図,49,49,390,21,0.00,https://character-seikaku.memo.wiki/d/%CB%CD%A4%C0%A4%B1%A4%AC%A4%A4%A4%CA%A4%A4%B3%B9,0,0,0.00,0.33,128,"100, 44, 44, 54, 54, 44, 44, 44, 36, 54, 54, 54",2026-07-14,"Image pack, Sitelinks, Reviews, Image, People also ask, Related searches, AI overview",informational,Organic
心理 機能 mbti,30,30,1000,9,0.50,https://character-seikaku.memo.wiki/d/%BF%B4%CD%FD%B5%A1%C7%BD%A4%CE%BD%E7%CE%F3%A1%CAMBTI%A4%C8%BF%B4%CD%FD%B5%A1%C7%BD%A1%CB,0,0,0.00,0.01,116,"100, 62, 62, 62, 55, 62, 55, 55, 62, 81, 81, 81",2026-07-07,"Image pack, Video, Related searches",informational,Organic
心理 機能 mbti,48,48,1000,9,0.50,https://character-seikaku.memo.wiki/d/8%A4%C4%A4%CE%BF%B4%CD%FD%B5%A1%C7%BD,0,0,0.00,0.01,116,"100, 62, 62, 62, 55, 62, 55, 55, 62, 81, 81, 81",2026-07-07,"Image pack, Video, Related searches",informational,Organic
enfp 動物,29,29,110,27,0.00,https://character-seikaku.memo.wiki/d/ENFP%A1%CA%CD%CA%B8%EE%BC%D4%A1%CB%A4%CE%A5%AD%A5%E3%A5%E9,0,0,0.00,0.33,123,"24, 29, 19, 1, 1, 1, 100, 1, 3, 1, 1, 1",2026-08-13,"Image pack, People also ask, Related searches, AI overview",informational,Organic
